Source,Text,URL,Favorites,Retweets
ABC Color,"[ESPECIAL] ""Superación verde olivo"", por @SaintOscar. https://t.co/Duo4GMxlSz https://t.co/rF0PSPBqYZ",http://www.twitter.com/abcdigital/status/720986981392654337,6,3
ABC Color,Llaman a asegurados de IPS a movilizarse contra intención de aumentar la edad de jubilación. https://t.co/A6bdOmBlST https://t.co/QzMZ1LRqFW,http://www.twitter.com/abcdigital/status/720973569400913921,19,30
ABC Color,La defensa de Rousseff denuncia un “golpe” y pide anular juicio. https://t.co/HYqKgmkhsV https://t.co/2eAgJSvQsu,http://www.twitter.com/abcdigital/status/720971017947123712,4,4
ABC Color,"[ESPECIAL] ""Jorge Ratti, 'casi parido'"", por @jorgecoronel. https://t.co/xz8gCXqQly https://t.co/rt7XafOUkS",http://www.twitter.com/abcdigital/status/720968890038231040,13,4
ABC Color,Insisten en la condonación a los 71 mil productores. https://t.co/3eZi18UwP6 https://t.co/guQgRSWqCb,http://www.twitter.com/abcdigital/status/720967861745934336,3,6
ABC Color,"[ESPECIAL] ""La reinserción, clave contra el hacinamiento"", por @orliespinoza. https://t.co/7pMKSj89vJ https://t.co/gtGWEqlD5d",http://www.twitter.com/abcdigital/status/720963052955418624,3,3
ABC Color,"RT @ABCCardinal: #Efemerides730 2001 Muere el cantante estadounidense Joey Ramone, vocalista de la banda de punk rock The Ramones https://t…",http://www.twitter.com/abcdigital/status/720962435750998018,0,58
ABC Color,"RT @ABCCardinal: #Efemerides730 2001 Muere el cantante estadounidense Joey Ramone, vocalista de la banda de punk rock The Ramones https://t…",http://www.twitter.com/abcdigital/status/720962435750998018,0,58
ABC Color,#LoMásLeído: 4. “No le hice nada a nadie”. https://t.co/6QZxiGdopr https://t.co/HcQlJIEBw2,http://www.twitter.com/abcdigital/status/720962272273829888,7,3
ABC Color,RT @ABCCardinal: El valor benéfico del ciclismo es ampliamente reconocido y puede ser experimentado directamente por todos. Salud!! https:/…,http://www.twitter.com/abcdigital/status/720960658272088066,0,42
ABC Color,Aseguran que la vacuna contra el dengue tiene baja efectividad. https://t.co/6U7bbLzav6 https://t.co/zhLOyBqD77,http://www.twitter.com/abcdigital/status/720960419565846528,3,4
ABC Color,Hoy capturaron a un hombre sindicado como líder de una megabanda de “asaltabancos”. https://t.co/XeqRzae9XE https://t.co/JI0roaQylM,http://www.twitter.com/abcdigital/status/720958791546728448,13,2
ABC Color,RT @abcdeportes: [CONTRATAPA] Farías fue cesado  https://t.co/qm5MGoiGF6 https://t.co/GAyiH3IZqT,http://www.twitter.com/abcdigital/status/720956899466813441,0,8
ABC Color,Campesinos niegan haber recibido dinero del MAG. https://t.co/N8WF5aQEdH https://t.co/Rb8zv0B62S,http://www.twitter.com/abcdigital/status/720955716513701888,0,1
ABC Color,#PanamaPapers #Paraguay El silencio se impone en Paraguay sobre los “Papeles de Panamá”. https://t.co/5QLDAG3lpM https://t.co/rA0BsW7LY4,http://www.twitter.com/abcdigital/status/720953826967187456,7,4
ABC Color,"#LoMásLeído: 4. Farías deja Cerro, vía @abcdeportes. https://t.co/6OgZ5UqC1T https://t.co/dYczr6PtOu",http://www.twitter.com/abcdigital/status/720951976964579328,9,6
ABC Color,Los dirigentes campesinos piden disculpas a la ciudadanía por los hechos de violencia. https://t.co/m7v96FPcQ0 https://t.co/qKebMrYlsK,http://www.twitter.com/abcdigital/status/720950166090608640,24,16
ABC Color,El Congreso de Brasil inicia un debate sobre la destitución de Rousseff. https://t.co/2UMK6evAuL https://t.co/KaArrxEO6v,http://www.twitter.com/abcdigital/status/720948011027841025,1,4
ABC Color,"RT @ABCEspectaculos: ¿Querés disfrutar del fin de semana? Consultá las actividades, en nuestra #agenda: https://t.co/garJQIIjBe https://t.c…",http://www.twitter.com/abcdigital/status/720944774438588416,0,3
ABC Color,"RT @abcdeportes: #CaminoaRio María Lenk: Prono y Riveros, los primeros  https://t.co/D4xaWnEH1G https://t.co/4B85lfhI3d",http://www.twitter.com/abcdigital/status/720942246816837632,0,11
ABC Color,#LoMásLeído: 5. Una marcha cada vez más agresiva. https://t.co/U6EXOK08FE https://t.co/Zm3NSZ5KwR,http://www.twitter.com/abcdigital/status/720940626204827648,0,7
ABC Color,Ocurrió anoche: Rescatan a una pequeña lechuza herida. https://t.co/sHI2li5Adp https://t.co/AA1c554vsd,http://www.twitter.com/abcdigital/status/720939511107166210,39,34
ABC Color,[TIEMPO] ¡Feliz viernes para todos! ☀ Pronostican un día caluroso en Paraguay. https://t.co/4kBVau78Dd https://t.co/JUgcukmosn,http://www.twitter.com/abcdigital/status/720936969379962880,9,19
ABC Color,Campesinos “descansan” de marchas hoy. https://t.co/LmcTFiNDea https://t.co/lCaidVl9Y0,http://www.twitter.com/abcdigital/status/720929342054928384,5,14
ABC Color,Cae conocido líder de banda de “asaltabancos”. https://t.co/DDK6BKmmU5 https://t.co/V5CThYMSGC,http://www.twitter.com/abcdigital/status/720919005905756160,4,7
ABC Color,¡Buen día! Te brindamos los títulos de la portada de nuestra edición impresa del viernes: https://t.co/PSxk3ysBi4 https://t.co/qChPo4giX3,http://www.twitter.com/abcdigital/status/720898967148564480,18,6
ABC Color,"Cartes no irá a mesa de diálogo, dice Ministro del Interior  https://t.co/9fMtNkZDJR https://t.co/WocBqGaLA3",http://www.twitter.com/abcdigital/status/720894428848734208,2,8
ABC Color,Acuerdan combatir narcotráfico en puertos  https://t.co/DqUNY5na5E https://t.co/MaYgutpn7A,http://www.twitter.com/abcdigital/status/720885145775919104,0,2
ABC Color,Cae otro implicado en asalto  https://t.co/esu0q7qMjd https://t.co/prGULX7Jpa,http://www.twitter.com/abcdigital/status/720876324005355523,2,2
ABC Color,Ciudadanos expuestos al peligro en Costanera  https://t.co/JLmdZhe8v4 https://t.co/DXt7VRc7dh,http://www.twitter.com/abcdigital/status/720869291961114624,0,4
ABC Color,Rousseff empieza a jugarse su cargo en un Congreso hostil  https://t.co/ovI488rg7s https://t.co/AGSGQxA8HB,http://www.twitter.com/abcdigital/status/720858040904192001,5,1
ABC Color,Joven apuñaló a su propio hermano  https://t.co/y02bEUsgAI https://t.co/muwoJYzuST,http://www.twitter.com/abcdigital/status/720851646331224065,0,2
ABC Color,Delincuentes se alzan con dinero y joyas  https://t.co/ooNnVQRq6u https://t.co/FEqdhOZ7Lj,http://www.twitter.com/abcdigital/status/720846014597373952,0,0
ABC Color,Mujer evoluciona tras cirugía  https://t.co/kAhfPr4caY https://t.co/FzTAvu3q1K,http://www.twitter.com/abcdigital/status/720839543348310017,5,4
ABC Color,"Uruguay, primer sudamericano al frente de Cumbre Judicial  https://t.co/rocq1yZHvk https://t.co/dLaeBBvtel",http://www.twitter.com/abcdigital/status/720829086667386884,4,2
ABC Color,Atacan estancia en el norte  https://t.co/oZ8TXdWztY https://t.co/Jl0gQRrSyr,http://www.twitter.com/abcdigital/status/720817313029754881,11,31
ABC Color,Efectúan disparos contra dependencia de una estancia en Horqueta https://t.co/LIvWOHOhvR  AMPLIAREMOS https://t.co/DsGjuamyPi,http://www.twitter.com/abcdigital/status/720814776687923200,5,13
ABC Color,Descartan salida de FF.AA.  https://t.co/OK5HO6N27g https://t.co/N38OSjPD8j,http://www.twitter.com/abcdigital/status/720805256775471104,10,8
ABC Color,[VIDEO] Motociclista agredido por campesino tiene una costilla rota. Lea aquí la entrevista: https://t.co/6QZxiGdopr https://t.co/fT6X6DXGJn,http://www.twitter.com/abcdigital/status/720778533765779456,37,114
ABC Color,Colombia: Accidente de bus escolar deja dos niños muertos   https://t.co/JZ9jBA1ClB https://t.co/U12ZxlX7gL,http://www.twitter.com/abcdigital/status/720775406144655360,4,3
ABC Color,"Aprueban nueva interpelación a Peralta. Ahora ""por desconocer la ley""  https://t.co/SVP1FXkWQ5 https://t.co/MaijtUHz3W",http://www.twitter.com/abcdigital/status/720771272939016193,1,3
ABC Color,Campesinos emplazan a Cartes   https://t.co/jJOWFe2YtN https://t.co/mfU4YnNtlj,http://www.twitter.com/abcdigital/status/720761432904712192,6,10
ABC Color,[AMPLIAMOS] Cuarto intermedio a reunión entre manifestantes y Gobierno  https://t.co/kpwlizpnbH https://t.co/7KXSPaz1Ar,http://www.twitter.com/abcdigital/status/720754024090361856,5,7
ABC Color,Culminó la reunión entre campesinos y cooperativistas con representantes del Gobierno y quedó en cuarto intermedio. https://t.co/rmJDNvXTf2,http://www.twitter.com/abcdigital/status/720751179895070720,16,20
ABC Color,RT @ABCCardinal: AUDIO 🔊 Estadio Defensores del Chaco sigue habilitado https://t.co/qvVu3NDNOZ,http://www.twitter.com/abcdigital/status/720749590434226176,0,9
ABC Color,Congreso aprueba que el 4 de julio sea feriado  https://t.co/sa0TZlcCKV https://t.co/ThSOi0MZDF,http://www.twitter.com/abcdigital/status/720745773005205504,37,68
ABC Color,"[VIDEO] Denuncian a ""zorro"" de CDE por pedir coima   https://t.co/pZQvT49RIJ https://t.co/yxSbpHf0B4",http://www.twitter.com/abcdigital/status/720734863519805440,5,8
ABC Color,Violación constante de la ley durante movilizaciones   https://t.co/xnn3dBFuEk https://t.co/nNO27R5bwO,http://www.twitter.com/abcdigital/status/720731656060055555,10,21
ABC Color,“Cometen error al atacar al sistema cooperativo”   https://t.co/B8X9zJEhGf https://t.co/ovNyIgaTm3,http://www.twitter.com/abcdigital/status/720727636981518337,14,11
ABC Color,"RT @ABCCardinal: 📞""No hay ninguna órden de @Horacio_Cartes para que los militares salgan a las calles"" Coronel Mieres #AnchoPerfil #730AM",http://www.twitter.com/abcdigital/status/720724984377815044,0,12
ABC Color,Se inicia reunión de autoridades con manifestantes   https://t.co/JB07gVFLck https://t.co/MEXhP1LYbF,http://www.twitter.com/abcdigital/status/720724641334091776,5,15
ABC Color,RT @ABCCardinal: Presidente de @SenadoresPy ya está en la Sala de Reuniones para dialogar con #Manifestantes. Vía @miliaguayo1 #AnchoPerfil…,http://www.twitter.com/abcdigital/status/720722871778156546,0,6
ABC Color,Un muerto y nueve desaparecidos tras el derrumbe de un edificio en España  https://t.co/qmwsbCdNEd https://t.co/AOuu6MDuEn,http://www.twitter.com/abcdigital/status/720720124903301121,4,7
ABC Color,Indert planea subsidiar tierras a campesinos   https://t.co/P7nvwoQOdf https://t.co/vcQBAj3Fii,http://www.twitter.com/abcdigital/status/720714709335453696,4,5
ABC Color,Lo que dice la ley sobre las manifestaciones: https://t.co/rwZQSVZl6w,http://www.twitter.com/abcdigital/status/720713002375364609,61,183
ABC Color,Senado aprueba interpelar a ministra del MEC   https://t.co/URfkpLsPqT https://t.co/frNtnzDf3L,http://www.twitter.com/abcdigital/status/720712024385318912,16,8
ABC Color,[VIDEO] Violencia en la movilización de labriegos y cooperativistas. https://t.co/U6EXOK08FE https://t.co/bCQhyW6YnZ,http://www.twitter.com/abcdigital/status/720701104435150848,20,29
ABC Color,El gobierno brasileño recurre a la justicia para anular el juicio contra Rousseff. https://t.co/NCVhJmHFE9,http://www.twitter.com/abcdigital/status/720699934102708224,4,6
ABC Color,#LoMásLeído: Conductora volcó tras huir de barrera policial. https://t.co/uXw4jqxsSz https://t.co/dRZF7dn23L,http://www.twitter.com/abcdigital/status/720695464283258880,7,10
ABC Color,El Senado postergó el proyecto que busca condonar la deuda del sector campesino. https://t.co/WoIwBf5NBY https://t.co/I0PzoOqnyz,http://www.twitter.com/abcdigital/status/720694115692867585,1,12
ABC Color,@Quemedeciste El femenino está admitido por la RAE. https://t.co/YjdJWmV6BH ¡Saludos!,http://www.twitter.com/abcdigital/status/720691858293264384,15,8
ABC Color,Salvan a una beba paraguaya en Argentina. https://t.co/L7u3FRVsmf https://t.co/cVUBXaOY6r,http://www.twitter.com/abcdigital/status/720690650413461506,64,55
ABC Color,RT @ABCCardinal: Autoridades que formarán parte de la mesa de diálogo con campesinos y cooperativistas  vía @rutadg https://t.co/Ssnyfh2dm3,http://www.twitter.com/abcdigital/status/720690549062254592,0,25
ABC Color,Una marcha pacífica pero con manifestantes ofuscados. https://t.co/54Elm2Holb https://t.co/2fglW9MKHW,http://www.twitter.com/abcdigital/status/720685980546637824,5,16
ABC Color,Anuncian movilizaciones por una semana más. https://t.co/7pxm7JNz4s https://t.co/eN3c9eiJd5,http://www.twitter.com/abcdigital/status/720683141506207745,16,32
ABC Color,#LoMásLeído: 5. Los garrotazos para la ciudadanía. https://t.co/gV12DXcRGv https://t.co/XC1FIubaHh,http://www.twitter.com/abcdigital/status/720678189169799169,6,30
ABC Color,El tramo Asunción - Luque sería habilitado este fin de semana. https://t.co/Qn4rK4s41O https://t.co/0ZLTe5LFxt,http://www.twitter.com/abcdigital/status/720677594560077826,8,13
ABC Color,Diputado se ofuscó por ser encarado sobre negativa a compartir mesa de diálogo con Benítez. https://t.co/qlp5Szf73e https://t.co/1zKYpZEaFY,http://www.twitter.com/abcdigital/status/720676729547792384,4,6
ABC Color,"Elvio Benítez estará en reunión con titular del Congreso, prevista para las 14:30 de hoy https://t.co/BKHNpJ2F2X https://t.co/pmkIQAZW0v",http://www.twitter.com/abcdigital/status/720676711508156417,3,9
ABC Color,RT @abcdeportes: Olimpia se opone a ir a Ciudad del Este  https://t.co/K5kvoew1KR https://t.co/Pd9ClXuC0s,http://www.twitter.com/abcdigital/status/720651344655355904,0,21
ABC Color,#LoMásLeído: Conductora volcó tras huir de barrera policial. https://t.co/uXw4jqxsSz https://t.co/6URSNcagh0,http://www.twitter.com/abcdigital/status/720643886281007104,5,8
ABC Color,RT @abcdeportes: Cerro pide jugar en Ciudad del Este el clásico  https://t.co/CSy9fJojzI https://t.co/N3SWHtSZfH,http://www.twitter.com/abcdigital/status/720642877597040640,0,10
ABC Color,Una histórica manifestación contra Sandra McLeod. https://t.co/7mX6CCSnOO https://t.co/vpKoQsvGut,http://www.twitter.com/abcdigital/status/720639756003065856,9,14
ABC Color,¿Dónde podrías encontrarte con manifestantes hoy?  ¡Detené la imagen y evitá ese acceso! #ElGifdeABC 🚙🚙🏃 https://t.co/SSKw9domUx,http://www.twitter.com/abcdigital/status/720637436393623552,9,22
ABC Color,Chicharõ y su hermano abandonaron la prisión. https://t.co/1gfT0cu0sl https://t.co/gJz3Ib2dop,http://www.twitter.com/abcdigital/status/720634372521660417,2,9
ABC Color,[VIDEO] Un motociclista fue agredido por varios manifestantes. https://t.co/gV12DXcRGv https://t.co/6rdNztJE7P,http://www.twitter.com/abcdigital/status/720631430175399936,3,24
ABC Color,#LoMásLeído: 4. Concejales cambian de nombre a la calle Haedo. https://t.co/Y9Gsc8BNRu https://t.co/9L4HcURgFa,http://www.twitter.com/abcdigital/status/720626585133576192,5,8
ABC Color,"RT @ABCCardinal: #Efemerides730 1865  EEUU - El presidente Abraham Lincoln, sufre un atentado y fallece al día siguiente https://t.co/yu4YL…",http://www.twitter.com/abcdigital/status/720626005237489664,0,30
ABC Color,Ferreiro aclara que el Defensores sigue habilitado. https://t.co/vuMxVPKmP3 https://t.co/x58jH0Iyes,http://www.twitter.com/abcdigital/status/720624956418236417,4,18
ABC Color,Campesinos piden que se les condone unos 800 millones de dólares. https://t.co/KlSvWWegam https://t.co/mDSmF4sOUb,http://www.twitter.com/abcdigital/status/720623902687412225,4,7
ABC Color,RT @ABCEspectaculos: [CINE] Primer avance del nuevo “Godzilla” japonés. https://t.co/8PaYHzPJUR https://t.co/M5nzcHhkbe,http://www.twitter.com/abcdigital/status/720622478096273410,0,9
ABC Color,RT @abcdeportes: [CONTRATAPA] Gozan los eliminados  https://t.co/jBjny1NXwf https://t.co/E8l8Twm9rb,http://www.twitter.com/abcdigital/status/720622405098610688,0,18
ABC Color,"RT @ABCCardinal: ""La @juntaasuoficial puede retirar la resolución que clausura el Estadio"" Intendente @Ferreiromario1 s/ Defensores del Cha…",http://www.twitter.com/abcdigital/status/720610482890137601,0,4
ABC Color,Rechazan que haya resistencia de las autoridades para hablar con los campesinos. https://t.co/uHL0LvIWQ8 https://t.co/q1dQmrknAl,http://www.twitter.com/abcdigital/status/720610409863061504,5,3
ABC Color,La mentira tiene patas cortas para Bacigalupo. https://t.co/U9E85xZxS7 https://t.co/6F7L740SHR,http://www.twitter.com/abcdigital/status/720609702984486912,3,8
ABC Color,"#LoMásLeído: 5. En forcejeo con su víctima, “motochorro” muere de un disparo. https://t.co/2bqX71Cako https://t.co/kMNxmEWpC8",http://www.twitter.com/abcdigital/status/720607810510315521,10,6
ABC Color,Los atascos más problemáticos se concentran en las calles trasversales a la avenida Perú. https://t.co/25rCkI9hUg https://t.co/AMNVNPiiLY,http://www.twitter.com/abcdigital/status/720603536657117184,3,16
ABC Color,"[TECNOLOGÍA] Los “chat bots”, esos nuevos invasores en los teléfonos inteligentes. https://t.co/o7tSzmjyES https://t.co/JmrNx2crLQ",http://www.twitter.com/abcdigital/status/720601971368075265,5,4
ABC Color,La calle Haedo pasaría a llamarse Gral. Felipe Neri Velilla. https://t.co/Y9Gsc8BNRu https://t.co/BTZFliHc2T,http://www.twitter.com/abcdigital/status/720599233938722816,12,50
ABC Color,#LoMásLeído: 5. Ministra mintió sobre viajes. https://t.co/Nti214lhfj https://t.co/dMcROim7bz,http://www.twitter.com/abcdigital/status/720596572686393348,6,6
ABC Color,El excomandante de la Policía consiguió esquivar su audiencia de imposición de medidas. https://t.co/wZsmQ1kjqf https://t.co/eXwQPARgS6,http://www.twitter.com/abcdigital/status/720595732495994881,7,12
ABC Color,El “laborioso” sobrino de Wapenka cobra sistemáticas horas extras. https://t.co/V92mVVYlQv https://t.co/OIXK34m0Iq,http://www.twitter.com/abcdigital/status/720591789409878016,6,9
ABC Color,Limpiavidrios critican la “indiferencia” de Mario. https://t.co/gHTS1gvIOK https://t.co/cUl8MF9V1H,http://www.twitter.com/abcdigital/status/720587722935693313,3,4
ABC Color,"RT @ABCCardinal: #Efemerides730 2014 Fallece el músico Osvaldo “Nene” Salerno,destacado como uno de los principales bajistas del país https…",http://www.twitter.com/abcdigital/status/720586651454611459,0,29
ABC Color,¡Récord de trayecto en moto a ciegas en Cuba! https://t.co/jZH4zuIRJ2 https://t.co/LQW9n5TuHx,http://www.twitter.com/abcdigital/status/720586160016375809,4,3
ABC Color,RT @ABCEspectaculos: Festival de Cannes anuncia su selección. https://t.co/GGnY1hhhR8 https://t.co/7nJWg1FKf8,http://www.twitter.com/abcdigital/status/720584566008889344,0,6
ABC Color,RT @abcdeportes: Una despedida digna  https://t.co/NxsBdcXWtG https://t.co/QGctZuMchZ,http://www.twitter.com/abcdigital/status/720580746847600641,0,50
ABC Color,"[NOTA DE TAPA] Las cooperativas no condonan deudas, pero quieren que el Estado lo haga. https://t.co/Apm3z7WnHR https://t.co/sqGx3wiLOE",http://www.twitter.com/abcdigital/status/720580328398712833,7,20
ABC Color,El Papa viaja a Lesbos para sacudir conciencias en Europa. https://t.co/nntDi9r9kJ https://t.co/RMhCngdWXd,http://www.twitter.com/abcdigital/status/720579858372435968,10,10
ABC Color,APA echó a funcionarios que hicieron la denuncia. https://t.co/JiEL8dU2D7,http://www.twitter.com/abcdigital/status/720579285107535872,4,5
ABC Color,RT @ABCCardinal: #Efemerides730 2009 El Pdte. Fernando Lugo reconoce ante la Ley la paternidad de su hijo Guillermo Armindo Carrillo https:…,http://www.twitter.com/abcdigital/status/720577427257311232,0,20
ABC Color,RT @ABCCardinal: [AHORA] Marcha campesina y cooperativistas sobre Paraguayo Independiente hasta Mcal.López y Perú (Primer Tramo) vía @river…,http://www.twitter.com/abcdigital/status/720576819762761728,0,12
ABC Color,Ocurrió ayer: En Argentina cayeron 1.000 kilos de marihuana paraguaya. https://t.co/NTKy0lySWV https://t.co/mxzYyfsqoc,http://www.twitter.com/abcdigital/status/720576800565366784,5,9
ABC Color,La movilización se realizaría solo en las calles del microcentro. https://t.co/oxcXb70bmb https://t.co/WkfjQejGoc,http://www.twitter.com/abcdigital/status/720575251210493956,0,4
ABC Color,Nueva invitación a negociar para dirigentes campesinos. https://t.co/oj4ZAVu6LF https://t.co/ELOqFLCnZK,http://www.twitter.com/abcdigital/status/720564147906326529,4,2
ABC Color,Calor y humedad marcarán al jueves. https://t.co/0bRaw8fuvn https://t.co/2SeQ9qtBtO,http://www.twitter.com/abcdigital/status/720559269196800001,4,5
ABC Color,¡Buen día! Te damos los títulos de la portada de nuestra edición impresa del jueves: https://t.co/PSxk3ysBi4 https://t.co/xl1wcTSll3,http://www.twitter.com/abcdigital/status/720536136364486658,28,19
ABC Color,Central y Gran Asunción son considerados focos de dengue  https://t.co/kAopQV2YsG https://t.co/mlbi2MP1qg,http://www.twitter.com/abcdigital/status/720521886128566272,11,7
ABC Color,Madre denuncia olvido de autoridades  https://t.co/0YGAOcqP4p https://t.co/310XKW9s0c,http://www.twitter.com/abcdigital/status/720501874835734528,2,4
ABC Color,Ayudarán a desplazados de Presidente Hayes  https://t.co/GXen3K7Ypx https://t.co/RWFOhrjybp,http://www.twitter.com/abcdigital/status/720483779161276420,1,1
ABC Color,En Argentina caen 1.000 kilos de marihuana paraguaya  https://t.co/NTKy0lySWV https://t.co/wzQJ9KbYl0,http://www.twitter.com/abcdigital/status/720456730111569921,6,22
ABC Color,Fijan monto de prestación  https://t.co/xibwhUCTTa https://t.co/HXxLiUS1fL,http://www.twitter.com/abcdigital/status/720448804332376065,4,3
ABC Color,Estado Islámico amenaza de muerte a asesora de Hillary Clinton  https://t.co/Nz7A2IHYev https://t.co/N5CwOUPXWr,http://www.twitter.com/abcdigital/status/720399355530727424,6,5
ABC Color,Iglesia pide a Cartes atender reclamo de manifestantes   https://t.co/0szWYZ89WM https://t.co/8TSXbo1SjB,http://www.twitter.com/abcdigital/status/720394430658686977,20,14
ABC Color,Tormentas se dirigen hacia el norte del país   https://t.co/xjSaPBZ9kA https://t.co/rHluwqmHdE,http://www.twitter.com/abcdigital/status/720383771988463619,14,9
ABC Color,"RT @ABCCardinal: [AHORA] Marcha campesina y de cooperativista por Mcal. López, en el centro de Asunción vía @miliaguayo1 #730AM https://t.c…",http://www.twitter.com/abcdigital/status/720379466283790337,0,9
ABC Color,Ratifican que se cometieron irregularidades en APA   https://t.co/afUOfpVpAQ https://t.co/dtzbdhNfBk,http://www.twitter.com/abcdigital/status/720377008413220866,6,9
ABC Color,[VIDEO] Conductora volcó tras huir de barrera policial   https://t.co/uXw4jqP3K7 https://t.co/JDSdWGGl9S,http://www.twitter.com/abcdigital/status/720373413521391617,9,17
ABC Color,Bacigalupo dice que devolvió el viático a su vuelta de la India  https://t.co/hIwiWkmA9R https://t.co/2aGSR5NXY7,http://www.twitter.com/abcdigital/status/720369403745820675,3,4
ABC Color,Mayoría de diputados del oficialismo apoya juicio político a Rousseff  https://t.co/J2cpsXF4P0 https://t.co/1ToC5cM3y6,http://www.twitter.com/abcdigital/status/720366044578119681,8,4
ABC Color,Justicia Electoral lamenta renuncia de Ljubetic   https://t.co/PVclokpeS5 https://t.co/Ygmv3H91Oo,http://www.twitter.com/abcdigital/status/720364337550860288,2,4
ABC Color,RT @abcdeportes: AMA: 172 casos de dopaje por meldonium en 2016  https://t.co/EIX4zuc8bG https://t.co/mJPPNEY8zd,http://www.twitter.com/abcdigital/status/720353322021044228,0,4
Paraguay.com,"Alumnos de colegio clausurado retomarán las clases el lunes, a metros de la institución. https://t.co/J5vB4TOxxK https://t.co/wyio8byHtf",http://www.twitter.com/paraguaycom/status/731218737550888961,0,0
Paraguay.com,Llegan más ambulancias para zonas de caminos difíciles. https://t.co/uMsmG8AKOu https://t.co/YTqy41STZz,http://www.twitter.com/paraguaycom/status/731212546896601088,0,0
Paraguay.com,VIDEO. Policía recibe un balazo y frustra un asalto a una entidad bancaria. https://t.co/ADCE9QE0BJ https://t.co/psAio9g7dx,http://www.twitter.com/paraguaycom/status/731202767876980737,1,1
Paraguay.com,Canciller afirma que #Paraguay está al día en materia de Derechos Humanos. https://t.co/OCfUns4kLz https://t.co/ViKWw6eg1r,http://www.twitter.com/paraguaycom/status/731194497934217217,0,0
Paraguay.com,Lambaré: Proponen convertir baldíos en huertas urbanas. https://t.co/6lcdxvreGd https://t.co/1PXN8NurtW,http://www.twitter.com/paraguaycom/status/731185055465410561,11,9
Paraguay.com,Nuevo Gobierno brasileño mantendrá retrato de Rousseff en oficinas públicas. https://t.co/6RdPTWth6B https://t.co/D6byF03S24,http://www.twitter.com/paraguaycom/status/731180099920351233,2,4
Paraguay.com,"""El Niño"" se debilita y es improbable que se reactive en 2016 https://t.co/2J1CrlrUyB https://t.co/cA6buggCJK",http://www.twitter.com/paraguaycom/status/731170747054493697,5,1
Paraguay.com,Limpiavidrios: Las 21 esquinas que serán controladas desde el lunes. https://t.co/aTuzPE6YPr https://t.co/Fu65KmvLZx,http://www.twitter.com/paraguaycom/status/731163379688038400,2,6
Paraguay.com,Agasajo a las madres recluidas en el penal del Buen Pastor. https://t.co/PFLxl2RXDU https://t.co/jQZUnhMfhB,http://www.twitter.com/paraguaycom/status/731157088626319362,11,5
Paraguay.com,Alemanes quedan “encantados” con la carne paraguaya. https://t.co/u8its2UQBx https://t.co/jYUQkkLkMA,http://www.twitter.com/paraguaycom/status/731150794582417408,8,9
Paraguay.com,"Portugal aprueba ""vientres de alquiler"" pero sin remuneración. https://t.co/95U6plkQVq https://t.co/2S0g5KPdK1",http://www.twitter.com/paraguaycom/status/731142061261393921,2,0
Paraguay.com,"Una ""perlita"" en desfile por los 205 años de independencia. https://t.co/HyfHTHBwvG https://t.co/xjK1iItpSn",http://www.twitter.com/paraguaycom/status/731133314464092160,0,4
Paraguay.com,La futura presidenta de Taiwán visitará Paraguay. https://t.co/ph4UBa7827 https://t.co/cjHTVVZ8It,http://www.twitter.com/paraguaycom/status/731122729642954752,3,4
Paraguay.com,VIDEO. Polémica y amenazas por retiro de una placa stronista. https://t.co/15HT3OGdFK https://t.co/5IEuTijHQF,http://www.twitter.com/paraguaycom/status/731113955633070081,0,3
Paraguay.com,Diputados aprobaron adhesión de Bolivia al Mercosur. https://t.co/oF8gGsPNF3 https://t.co/SKNiHbaDwV,http://www.twitter.com/paraguaycom/status/731109667720572932,1,3
Paraguay.com,Guaraníes de Selección: una serie para recuperar la historia paraguaya. https://t.co/3Y1wCKVfyt https://t.co/UOi8NxbOKf,http://www.twitter.com/paraguaycom/status/731103652434325504,3,2
Paraguay.com,Maduro: “Ahora vienen por Venezuela” tras “golpe” en Brasil https://t.co/zzCnwVwjX4 https://t.co/w1hbTlCRQi,http://www.twitter.com/paraguaycom/status/731091958861463552,3,3
Paraguay.com,IPS no logra deshacerse de planilleros https://t.co/rCqfzuG2L5 https://t.co/KVBDhCHCkc,http://www.twitter.com/paraguaycom/status/731083387805532160,1,2
Paraguay.com,Paraguay “al día” en DD.HH. https://t.co/On8M1QeIYt https://t.co/YqvLFnI1v1,http://www.twitter.com/paraguaycom/status/731076849590255617,2,1
Paraguay.com,¡Buen Viernes! Con un máxima de 24ºC se prevé un día fresco a cálido con cielo nublado y vientos del sureste. https://t.co/g0kD9ItaPb,http://www.twitter.com/paraguaycom/status/731071906955296769,3,5
Paraguay.com,Se acaba el plazo para los limpiavidrios en Asunción. Mirá cómo procederán las autoridades. https://t.co/4zQs38HTUk https://t.co/ecWgnhRK6d,http://www.twitter.com/paraguaycom/status/730933271756865536,7,9
Paraguay.com,El hostil canciller brasileño [@joseserra_] que trató de contrabandista a @Horacio_Cartes https://t.co/NAqnFgm6E5 https://t.co/66yFbmsQog,http://www.twitter.com/paraguaycom/status/730921196217376769,5,10
Paraguay.com,Créditos con bajo interés y un año de gracia para Pymes. https://t.co/8JkbOmgOIn https://t.co/2FlSDMgmZ5,http://www.twitter.com/paraguaycom/status/730910196474642434,6,4
Paraguay.com,Temer pide confianza a los mercados. https://t.co/H0BQbktLoB https://t.co/nbmrHOk248,http://www.twitter.com/paraguaycom/status/730903154229948416,4,4
