Source,Date,Text,URL,Favorites,Retweets,Replies
Vanguardia,2016-05-14 12:51:00,La gallina y copias simples https://t.co/ryRz9BZMZG vía @sharethis,http://www.twitter.com/vanguardiacde/status/731466845346222080,0,0,0
Vanguardia,2016-05-14 12:50:19,Naturaleza vs. desarrollo https://t.co/QJJQff6Eju vía @sharethis,http://www.twitter.com/vanguardiacde/status/731466671915945984,0,1,0
Vanguardia,2016-05-14 12:33:11,Ganar para seguir en el pelotón de aspirantes https://t.co/SbaFlsqJkR vía @sharethis,http://www.twitter.com/vanguardiacde/status/731462361391976448,0,0,0
Vanguardia,2016-05-14 12:33:06,Sábado a puro fútbol por el torneo minguero https://t.co/wSEihCmHck vía @sharethis,http://www.twitter.com/vanguardiacde/status/731462338562433025,0,1,0
Vanguardia,2016-05-14 12:33:01,Ciudad Nueva clasifica a cuartos de final https://t.co/04iwZBzm2p vía @sharethis,http://www.twitter.com/vanguardiacde/status/731462319268597760,0,0,0
Vanguardia,2016-05-14 12:32:56,Atractiva cartelera por la 2ª fecha de la Liga Hernandariense https://t.co/r4q1tmWi5D vía @sharethis,http://www.twitter.com/vanguardiacde/status/731462296581619712,0,0,0
Vanguardia,2016-05-14 12:31:44,PUENTEGUYPE: 14-05-2016 https://t.co/fAMSCdxzyB vía @sharethis,http://www.twitter.com/vanguardiacde/status/731461995556446208,0,0,0
Vanguardia,2016-05-14 11:52:38,“Que la ley se aplique a todos” https://t.co/7dRRh1khny vía @sharethis,http://www.twitter.com/vanguardiacde/status/731452156839104512,0,0,0
Vanguardia,2016-05-14 11:52:33,Comuna multó a comercios por abrir durante asueto https://t.co/Xzw9vrLzRO vía @sharethis,http://www.twitter.com/vanguardiacde/status/731452134659620864,0,0,0
Vanguardia,2016-05-14 11:52:31,"Ante cierre de locales, gastaron en Brasil https://t.co/Xv0xnrDyqD vía @sharethis",http://www.twitter.com/vanguardiacde/status/731452127558701057,0,0,0
Vanguardia,2016-05-14 11:52:22,Queja de comerciantes por disposición municipal https://t.co/lvsqfXlsXo vía @sharethis,http://www.twitter.com/vanguardiacde/status/731452090904678400,0,0,0
Vanguardia,2016-05-14 11:48:36,En desfile dicen que no hay patriotismo ante el no respeto a la cosa pública https://t.co/7oCjx9DzGk vía @sharethis,http://www.twitter.com/vanguardiacde/status/731451141591072768,0,0,0
Vanguardia,2016-05-14 11:48:32,“Estudiar para mostrar amor a la patria” https://t.co/5EwBWpSQTo vía @sharethis,http://www.twitter.com/vanguardiacde/status/731451123035443200,0,0,0
Vanguardia,2016-05-14 11:48:27,Presidente Franco rindió homenaje a la Independencia https://t.co/HsBW5J87sa vía @sharethis,http://www.twitter.com/vanguardiacde/status/731451102063919104,0,0,0
Vanguardia,2016-05-14 11:48:21,Estudiantes piden que la educación sea prioridad https://t.co/jx07QFIECh vía @sharethis,http://www.twitter.com/vanguardiacde/status/731451079834148864,0,0,0
Vanguardia,2016-05-14 11:48:16,Hernandarias: masiva participación https://t.co/Fgxk5NppbB vía @sharethis,http://www.twitter.com/vanguardiacde/status/731451055834271746,0,1,0
Vanguardia,2016-05-14 11:48:10,"Homenaje a la patria, en San Alberto https://t.co/uVprzLCxKL vía @sharethis",http://www.twitter.com/vanguardiacde/status/731451033461854208,0,0,0
Vanguardia,2016-05-14 11:46:03,"Casos de feminicidio en Alto Paraná, relacionados a cuestiones pasionales https://t.co/LAbwN0ZoFS vía @sharethis",http://www.twitter.com/vanguardiacde/status/731450497895419905,0,0,0
