source,text,url,likes,shares,comments
ABC Color,"Repudian 'coloradización' de plaza - Nacionales - ABC Color Jóvenes de Carapeguá denunciaron que una plaza fue llamativamente pintada con colores que identifican a la ANR, partido al que pertenece el intendente quien minimizó el hecho y adujo que hubo una mala interpretación sobre el color escogido para pintar la plaza Gral Díaz.CARAPEGUA, Un grupo de jóvenes de esta ciudad se autoconvocaron mediante las redes sociales para romper el descanso dominical y alzar su voz de repudio ante la “coloradizacion” de la Plaza Gral Díaz.",www.facebook.com/280037675322_10156920418455323,780,54,103
ABC Color,Timeline Photos [FOTOS] Estudiantes de San Lorenzo exigieron este domingo una mejor educación en distintos colegios. Mirá la galería de fotos.  [GALERÍA: http://abc.com.py/1478127.html],www.facebook.com/280037675322_10156920281040323,393,12,19
ABC Color,Timeline Photos Facebook preparó para el día de la madre una nueva reacción especial. ¡Leelo en esta nota!  [NOTA: http://abc.com.py/1478123.html],www.facebook.com/280037675322_10156920000315323,695,25,17
ABC Color,Timeline Photos Alumnos de Santaní siguen apostados frente a su casa de estudio.  Leé los detalles.  [NOTA: http://abc.com.py/1478122.html],www.facebook.com/280037675322_10156919931670323,622,18,35
ABC Color,Timeline Photos El obispo diocesano monseñor Mario Melanio Medina destacó la lucha de los jóvenes para lograr la renuncia de Marta Lafuente.   [NOTA: http://abc.com.py/1478114.html],www.facebook.com/280037675322_10156919795270323,602,20,31
ABC Color,Timeline Photos Un motociclista murió en un accidente frontal en Valenzuela.  [NOTA: http://abc.com.py/1478118.html],www.facebook.com/280037675322_10156919655285323,958,286,140
ABC Color,"ABC Espectáculos [MÚSICA] ¿Ya lo viste? Te mostramos el debut de Axl Rose con AC/DC, vía ABC Espectáculos:¡AC/DC inició su gira europea en Lisboa con Axl Rose!  Te mostramos las imágenes.  [NOTA: http://abc.com.py/1478117.html]",www.facebook.com/280037675322_10156919522400323,191,0,8
ABC Color,"Timeline Photos [HUMOR] ""¡Ciudad del Este es un edéeeeeen!"" 🍎  ¡Seguinos en #Instagram y buscá lo mejor de #Caló! instagram.com/abcdigital",www.facebook.com/280037675322_10156919344550323,1496,606,112
ABC Color,Timeline Photos Un vehículo de las Fuerzas Armadas involucrado en un accidente en Asunción.  [NOTA: http://abc.com.py/1478110.html],www.facebook.com/280037675322_10156919210825323,205,3,12
ABC Color,Timeline Photos [TIEMPO] Emiten alerta por tormentas para el este del país. Leé los detalles.   [NOTA: http://abc.com.py/1478108.html],www.facebook.com/280037675322_10156919098320323,451,16,7
ABC Color,Timeline Photos Alumnos que exigen una reunión con Cartes anunciaron que van al paro desde este lunes.   [NOTA: http://abc.com.py/1478107.html]  ¿Qué opinás?,www.facebook.com/280037675322_10156919070110323,2415,210,270
ABC Color,"La educación tiene un carácter ético-político - Especiales - ABC Color Ramón Corvalán: ""El sistema educativo en Paraguay, siempre ha venido arrastrando crisis: Dificultades para cumplir su función; trabas para cumplir con el pacto educativo que establece la Constitución""Ramón Corvalán, miembro del Servicio Paz y Justicia de Paraguay (Serpaj-Py), integrante del equipo de educación en derechos humanos y cultura, reflexiona la crisis de la educación en Paraguay.",www.facebook.com/280037675322_10156918824245323,660,24,27
ABC Color,"Reprochan a Cartes por viaje - Nacionales - ABC Color Estudiantes de diferentes organizaciones expresaron su repudio al hecho que el presidente Horacio Cartes no los recibirá este lunes para una reunión, como estaba previsto. El mandatario viajará a Buenos Aires.Estudiantes de diferentes organizaciones expresaron su repudio al hecho que el presidente Horacio Cartes no los recibirá este lunes para una reunión, como estaba previsto. El mandatario viajará a Buenos Aires.",www.facebook.com/280037675322_10156918739635323,3725,620,413
ABC Color,"Timeline Photos Reprochan a Cartes por viaje  Estudiantes de diferentes organizaciones expresaron su repudio al hecho que el presidente Horacio Cartes no los recibirá este lunes para una reunión, como estaba previsto. El mandatario viajará mañana a Buenos Aires.   El presidente tenía previsto reunirse con los estudiantes este lunes, situación que al parecer fue aplazada por un viaje que Cartes hará a Buenos Aires invitado por su par argentino Mauricio Macri para participar de un evento artístico a ser celebrado en el Teatro Colón, a beneficio de los damnificados por los terremotos en el Ecuador.",www.facebook.com/280037675322_10156918437405323,868,358,153
ABC Color," Estimados lectores, tenemos inconvenientes técnicos para actualizar nuestro portal. Les rogamos disculpas. Ya estamos trabajando para solucionarlos.",www.facebook.com/280037675322_10156918435800323,537,2,22
ABC Color,Timeline Photos Esta es la portada de nuestra edición impresa de hoy  Arzobispo denunció supuesto abuso de menores cometido por sacerdote  [abc.com.py/1477999.html]  Cuatro pozos adjudicados al amigo del titular del Indert no se hicieron  [abc.com.py/1477970.html]  Fiscales temen que los legisladores imputados anulen sus procesos  [abc.com.py/1478006.html],www.facebook.com/280037675322_10156918402890323,288,8,5
ABC Color,"Arzobispo denunció supuesto abuso de menores cometido por sacerdote - Edicion Impresa - ABC Color El arzobispo de Asunción, Edmundo Valenzuela, denunció ante la Fiscalía General del Estado al sacerdote Gumercindo Caputo Segovia (53 años), por presunto abuso sexual de menores.El arzobispo de Asunción, Edmundo Valenzuela, denunció ante la Fiscalía General del Estado al sacerdote Gumercindo Caputo Segovia (53 años), por presunto abuso sexual de menores. El cura ocupó importantes cargos en la Iglesia, incluso llegó a representar al clero paraguayo en la V Conferencia del Ep...",www.facebook.com/280037675322_10156918372135323,1233,295,109
ABC Color,"Anuncian domingo inestable - Nacionales - ABC Color La Dirección de Meteorología indica que este domingo la jornada se presentará inestable, con lluvias y ocasionales tormentas eléctricas en varios puntos del país. La máxima prevista es de 23° C.",www.facebook.com/280037675322_10156918227835323,828,61,3
ABC Color,"Preso por publicar polémica foto - Nacionales - ABC Color Por una fotografía subida a Facebook, imputarán a un hombre por Abuso Sexual en menores.Un hombre fue arrestado y será imputado por abuso sexual a causa de una fotografía subida a Facebook donde se lo ve con una niña de tres años, hija de su pareja, en una cuestionable actitud. La madre de la menor también será procesada.",www.facebook.com/280037675322_10156917037020323,3970,1251,362
ABC Color,"El martirio de Tatiana - Nacionales - ABC Color Oscar Barreto: “Mi hija Tatiana fue torturada mucho antes de su muerte”La niña paraguaya Tatiana Barreto Velázquez, asesinada en Bolivia el 23 de abril del 2015, sufrió un cruel castigo físico antes de su fallecimiento, atribuido por la justicia de ese país a su madre biológica. La pequeña estaba solo siete días de regresar.",www.facebook.com/280037675322_10156916844445323,1924,239,75
ABC Color,"Peña y resistencia en Saturio - Nacionales - ABC Color Fogata y canciones amenizan vigilia de resistencia en el Centro Regional Saturio RíosCon guitarras, fogata y peña, los estudiantes del Centro Regional Saturio Ríos, de San Lorenzo, hacen más entretenidas las horas de vigilia dentro de su institución.",www.facebook.com/280037675322_10156916367560323,1854,156,59
ABC Color,"Infructuoso robo de carteristas - Nacionales - ABC Color Increíblemente, la Policía Nacional logró atrapar minutos después a un joven sospechoso de haberle robado la cartera a una mujer de 40 años. Parte de las pertenencias fueron recuperadas.Una mujer de 40 años fue víctima de dos asaltantes que a punta de arma blanca le robaron su cartera. Increíblemente, la actuación de la Policía Nacional fue rápida y se logró atrapar a uno de los autores. Se recuperó parte de las pertenencias.",www.facebook.com/280037675322_10156916297285323,632,10,53
ABC Color,"Desmienten supuesto infarto de Correa - Nacionales - ABC Color Un rumor que aseguraba que el presidente Rafael Correa habría sufrido un infarto circuló esta tarde. Sin embargo, autoridades de la presidencia de ese país confirmaron a ABC Color que la información es falsa.En la tarde de este sábado, circuló en las redes sociales un rumor que hablaba de un supuesto infarto que había sufrido el presidente ecuatoriano Rafael Correa. Autoridades de la presidencia de ese país confirmaron que la información es falsa.",www.facebook.com/280037675322_10156916099080323,321,23,17
ABC Color,"Piden legalizar el cannabis - Nacionales - ABC Color Con una manifestación pacífica, integrantes del movimiento Quiero ser Legal (QSL), se reunieron hoy en la escalinata de Antequera para pedir una reforma de la ley 1340/88 y reivindicar la legalización del cannabis en Paraguay. ¿Qué opinás sobre esto?Integrantes del movimiento Quiero ser Legal (QSL), se reunieron hoy en la escalinata para celebrar el día mundial de la marihuana. Piden una reforma de la ley 1340/88 y reivindican la legalización del cannabis en Paraguay.",www.facebook.com/280037675322_10156915951485323,812,101,195
ABC Color,"Senad plantea nuevas estrategias para enfrentar al narcotráfico - Nacionales - ABC Color El Gobierno Nacional apunta por primera vez a un cambio estratégico en la lucha contra el narcotráfico, aseguró el ministro de la Secretaría Nacional Antidrogas, Luis Rojas. Leé más en ABC Digital.El ministro de la Secretaría Nacional Antidrogas, Luis Rojas, aseguró que el Gobierno Nacional apunta por primera vez a un cambio estratégico en la lucha contra el narcotráfico.",www.facebook.com/280037675322_10156915689305323,466,15,79
ABC Color,Siguen firmes pese al clima - Nacionales - ABC Color Estudiantes de varias instituciones educativas prosiguen con las vigilias en sus colegios sin importar las inclemencias del tiempo.,www.facebook.com/280037675322_10156915483985323,963,80,36
ABC Color,Crean la caja de pizza hecha de pizza - Mundo Curioso - ABC Color [MUNDO CURIOSO] Un restaurante neoyorquino revolucionó la manera de servir una de las comidas italianas más famosas del mundo al lanzar una novedosa propuesta en la que sus pizzas son entregadas en cajas hechas de pizzas.,www.facebook.com/280037675322_10156915172985323,357,22,13
ABC Color,"Buscan a supuestos asesinos - Nacionales - ABC Color Buscan a dos hombres como los supuestos autores del asesinato a puñaladas del concejal suplente de Presidente Franco, Rogelio Penayo (ANR).",www.facebook.com/280037675322_10156915104535323,359,5,3
ABC Color,Dio a luz en una patrullera - Nacionales - ABC Color Una mujer dio a luz a las 06:00 de esta mañana en una patrullera de la Policía. El vehículo la llevaba a un centro asistencial ubicado en Luque. La madre sintió fuertes contracciones y pidió ayuda al Sistema 911.,www.facebook.com/280037675322_10156915046055323,2441,102,38
ABC Color,"Resaltan “despertar” juvenil - Nacionales - ABC Color Organizaciones realizaron una evaluación sobre la implicancia de la protesta a nivel país que llevaron adelante estudiantes secundarios.Varias organizaciones resaltaron las movilizaciones de los estudiantes secundarios, que terminaron por tumbar a la ministra de Educación, Marta Lafuente. Abogaron por buscar un modelo educativo más participativo a partir de este “despertar”.",www.facebook.com/280037675322_10156914561925323,784,27,22
ABC Color,"Ya reparan el búnker donde resistirá Rousseff - Internacionales - ABC Color A partir de la semana próxima, seguramente, Rousseff tendrá que licenciarse de su cargo debido a la apertura del  “impeachment”, que se presume que tendrá el visto bueno del Parlamento brasileño.BRASILIA. Empleados de la Presidencia de Brasil ya comenzaron a realizar algunos arreglos en la residencia oficial, el Palacio de Alvorada, donde la presidencia Dilma Rousseff montará una suerte de gobierno paralelo.",www.facebook.com/280037675322_10156914352400323,247,7,3
ABC Color,"Matan a una mujer en Mallorquín - Nacionales - ABC Color Se presume que se trataría de un crimen pasional.Una mujer de Juan León Mallorquín fue asesinada de cuatro balazos aparentemente por su propio concubino, quien permanece prófugo.",www.facebook.com/280037675322_10156914203645323,634,54,57
ABC Color,Lista revela que intendente vendió tierras a adherentes y familiares - Edicion Impresa - ABC Color El intendente Mario Noguera vendió terrenos municipales que fueron cedidos al Gobierno central para la construcción de 102 viviendas sociales.La Junta Municipal de Juan León Mallorquín entregó la lista de 41 personas beneficiadas por el intendente liberal Mario Noguera con terrenos municipales en los cuales Yacyretá construyó viviendas sociales. El jefe comunal tuvo la complicidad de la Junta del periodo anterior.,www.facebook.com/280037675322_10156914136885323,731,86,40
ABC Color,"TSJE desvió rubro de pasajes en hoteles y cenas para extranjeros - Edicion Impresa - ABC Color El rubro también se usó para gastos no contemplados como pagos en hoteles y viáticos, en los cuales figuran varios viajes fantasma y paseos a Punta Cana.El TSJE desvió rubros de una licitación exclusiva de compra de pasajes aéreos para pagar hoteles, traslados y cenas elegantes a los delegados de las misiones de observación de la OEA, Unasur y Uniore, en las elecciones municipales 2015 por un valor aproximado de G. 765 millones.",www.facebook.com/280037675322_10156914093925323,396,79,52
ABC Color,"Ejecutivo analiza perfil para ministro - Edicion Impresa - ABC Color El presidente Cartes dedicó ayer buena parte de la mañana a analizar el perfil que debe reunir el próximo ministro de Educación.El Poder Ejecutivo está abocado a analizar el perfil que tendrá el nuevo ministro de Educación. Solo la próxima semana se haría la designación. Existe un consenso acerca de que el nuevo secretario de Estado debe tener no solo capacidad administrativa, sino poder componer con los distintos sectores d...",www.facebook.com/280037675322_10156914019915323,473,23,61
ABC Color,"Fin de semana inestable - Nacionales - ABC Color Para este sábado se espera una jornada cálida, con cielo mayormente nublado y vientos del sureste.La Dirección de Meteorología pronostica jornadas con precipitaciones y tormentas eléctricas durante todo el fin de semana. Respecto a la temperatura, se esperan amaneceres frescos y tardes cálidas.",www.facebook.com/280037675322_10156913967775323,523,22,0
ABC Color,Timeline Photos ¡Buen día! Compartimos contigo los títulos de la portada de nuestra edición impresa del sábado:  Buscan a alguien joven y conciliador para el MEC: http://abc.com.py/1477660.html  Intendente distribuyó lotes a su entorno: http://abc.com.py/1477716.html  “Perforan” al Indert con pozos fantasma: http://abc.com.py/1477776.html,www.facebook.com/280037675322_10156913403025323,365,23,29
ABC Color,¿Quiénes deben vacunarse? - Nacionales - ABC Color El Ministerio de Salud recibió ayer en total 1.200.000 dosis de vacunas antigripales luego de una importante demora. Conozca los grupos de riesgo que necesariamente deben recibir la aplicación del inmunizante.,www.facebook.com/280037675322_10156913433515323,681,128,28
ABC Color,"Salud en penales, prácticamente olvidada - Especiales - ABC Color [ESPECIAL] Debido a la falta de médicos en el sistema penitenciario, los internos no reciben asistencia sanitaria adecuada. Para paliar esta situación se planea contratar más profesionales de blanco e implementar formalmente la ficha médica con los presos.",www.facebook.com/280037675322_10156913380680323,77,6,5
ABC Color,"EEUU destaca mejoras en función pública - Nacionales - ABC Color La embajadora de Estados Unidos en Paraguay, Leslie A. Bassett, destacó las mejoras en la función pública promovidas por el Gobierno paraguayo, las cuales relacionó con los avances logrados en materia de transparencia.",www.facebook.com/280037675322_10156913323595323,1041,210,233
ABC Color,"Informante rompe el silencio - Especiales - ABC Color [ESPECIAL] El informante que filtró Panama Papers entregó un comunicado al diario alemán Süddeutsche Zeitung con sendas revelaciones. Dijo que contactó a varios medios que no quisieron involucrarse, inclusive Wikileaks, y que cooperará con autoridades.",www.facebook.com/280037675322_10156913301930323,172,7,2
ABC Color,"Venezuela, casi sin libertad - Especiales - ABC Color [ESPECIAL] Para el director del último periódico venezolano de circulación nacional y línea editorial opositora, Miguel H. Otero, en Venezuela queda apenas una pequeña ventana de libertad de expresión. “La corrupción es política de Estado”, asegura.",www.facebook.com/280037675322_10156913265690323,115,4,4
ABC Color,"Intenso control de Caminera - Nacionales - ABC Color La Patrulla Caminera intensificó sus controles en horas de la noche del viernes, en varios puntos. En poco más de dos horas y media ya fueron sorprendidos más de 10 conductores alcoholizados.",www.facebook.com/280037675322_10156913225825323,735,13,32
ABC Color,"Estudiantes “encerrados” en su colegio - Nacionales - ABC Color Un grupo de aproximadamente 25 alumnos del Colegio Nacional Asunción Escalada (CNAE), permanecen en vigilia dentro de la institución. Denuncian que, ante la medida asumida, la directora ordenó bloquear con candado el acceso principal.",www.facebook.com/280037675322_10156913170565323,608,51,53
ABC Color,"Fibromialgia: la enfermedad misteriosa - Especiales - ABC Color [ESPECIAL] Aún no hay descubrimientos científicos que evidencien el origen de la fibromialgia, y menos una cura. No hay forma de detectarla por medio de estudios convencionales. En medio de preguntas sin respuesta, pacientes piden evitar prejuicios y ser respetados.Aún no hay descubrimientos científicos que evidencien el origen de la fibromialgia, y menos una cura. No hay forma de detectarla por medio de estudios convencionales. En medio de preguntas sin respuesta, pacientes piden evitar prejuicios y ser respetados.",www.facebook.com/280037675322_10156913101105323,290,128,33
ABC Color,"Aprehenden a dos sujetos en Roque Alonso - Nacionales - ABC Color En horas de la siesta fueron detenidos dos hombres mayores de edad, en la ciudad de Mariano Roque Alonso, al ser considerados sospechosos de cometer robo. Del poder de estos fueron incautadas dos motocicletas.",www.facebook.com/280037675322_10156912983955323,296,3,9
ABC Color,"A clases descalzos y con frío - Nacionales - ABC Color En una precaria escuela de Itacurubí de la Cordillera, los alumnos asisten a clases descalzos a pesar de las bajas temperaturas de los últimos días. La directora hizo un llamado puesto a que los niños no solo necesitan calzados, también abrigos.ITACURUBÍ DE LA CORDILLERA. Niños de la escuela Nacional Yhaguy ubicada en la Compañía Potrero Angelito de este distrito cordillerano asisten a clases en condiciones precarias por la falta de calzados y ropas.",www.facebook.com/280037675322_10156912759150323,3743,1224,282
ABC Color,"Atrapan a peligroso traficante del PCC - Nacionales - ABC Color Orlando César Moreira, fue detenido en la tarde de hoy en Salto del Guairá, al mismo se le atribuyen numerosos delitos y pertenecería al temido Primer Comando da Capital (PCC).Efectivos del Departamento de Investigaciones de Canindeyú detuvieron a un brasileño con frondosos antecedentes en el Brasil, perteneciente al grupo criminal denominado Primer Comando da Capital (PCC).",www.facebook.com/280037675322_10156912600135323,540,17,3
ABC Color,"Bajo el manto de Guadalupe - Especiales - ABC Color [ESPECIAL] Ubicado en la esquina de Nuestra Señora de la Asunción y Milano, el Hogar de Niños Guadalupe se dedica a brindar a pequeños y jóvenes no solo cobija, sino también de cariño, educación, alimentación y recreación.",www.facebook.com/280037675322_10156912347675323,427,20,5
ABC Color,"Asesinan a guarda de bus en Encarnación - Nacionales - ABC Color Esta tarde perdió la vida el guarda de una unidad de media distancia, del departamento de Itapúa. Fue durante un asalto perpetrado dentro del bus por delincuentes que se hicieron pasar por pasajeros.",www.facebook.com/280037675322_10156912333060323,834,88,55
ABC Color,"“Piru Lope”, la mascota que genera sensación en redes - Nacionales - ABC Color “Piru Lope” es el nombre del “funcionario” canino de la Fiscalía, que fue sensación este viernes en redes sociales. Las imágenes de la mascota del Ministerio Público desataron comentarios tiernos y todo tipo de bromas.",www.facebook.com/280037675322_10156912283460323,3359,359,132
ABC Color,Requieren informes de Contraloría para investigación - Nacionales - ABC Color La Fiscalía no recibe aún informes de la Contraloría General de la República para avanzar en la investigación en los casos de supuestas irregularidades cometidas por intendentes de Ñeembucú.,www.facebook.com/280037675322_10156912161130323,177,4,2
ABC Color,"Anita dice en ABC Color - Nacionales - ABC Color Anita, la deslenguada y casi sin querer feminista personaje de humor gráfico paraguayo, desembarca en distintas plataformas del diario ABC Color.",www.facebook.com/280037675322_10156912126780323,374,9,14
ABC Color,"Fin de semana en los colegios - Nacionales - ABC Color Estudiantes del Colegio Comercio 2 resolvieron pasar el fin de semana en la institución, siguiendo así con la medida de fuerza adoptada a lo largo de esta semana.",www.facebook.com/280037675322_10156912036245323,3079,289,154
ABC Color,"Salud en penales, prácticamente olvidada - Especiales - ABC Color [ESPECIAL] Debido a la falta de médicos en el sistema penitenciario, los internos no reciben asistencia sanitaria adecuada.",www.facebook.com/280037675322_10156911932270323,282,15,19
ABC Color,"Emiten alerta por influenza - Nacionales - ABC Color El Ministerio de Salud emitió una alerta por enfermedades tipo influenza (ETI) e infecciones respiratorias graves, debido al alto índice de consultas en centros asistenciales públicos.",www.facebook.com/280037675322_10156911801850323,863,219,32
Extra,"Dejó la carrera, pero igual debe pagar las cuotas Estos son problemas que tranquilamente pueden ahorrarte tensión, y dinero, con una debida comunicación.",www.facebook.com/303614086512550_489702771237013,27,12,7
Extra,"Menos CAL y más cemento, menos parla y más laburo ""Hay que valorar en su justa medida lo que pasó la semana pasada: una gran crisis, que puede generar una gran oportunidad. Riera mostró cintura política para destrabar la situación. Sus próximos pasos deberían apuntar a rodearse de gente capaz e incuestionable..."" señala Sergio Etcheverry en su columna de hoy.",www.facebook.com/303614086512550_489700394570584,3,1,0
Extra,Preparan un fin de semana cargado de varias actividades por las fiestas patrias Se viene un gran festejo por los 205 años de la Independencia paraguaya. Esta es la cartelera de actividades.,www.facebook.com/303614086512550_489699434570680,8,0,0
Extra,Reina del Hospital de Clínicas y de admirables enfermeras Doña Matilde pasó toda una vida cuidando pacientes como si fueran sus familiares.,www.facebook.com/303614086512550_489698827904074,62,10,3
Extra,"La Copa Centenario, la última del León Guaraní Nelson Haedo Valdez, un habitual dentro de las convocatorias de la selección nacional, anunció que posiblemente esta sea la última vez que dispute una Copa América.",www.facebook.com/303614086512550_489697754570848,107,5,5
Extra,Simulaban ser del EPP desde la penitenciaría Un allanamiento en el penal de San Pedro logró desbaratar una red que se dedicaba desde dentro del reclusorio a realizar llamadas extorsivas.,www.facebook.com/303614086512550_489697127904244,7,0,1
Extra,Esperan una mano del Rubio para dar la vuelta El Guma sueña con alcanzar un nuevo título y espera recibir una ayuda este domingo.,www.facebook.com/303614086512550_489695677904389,10,3,0
Extra,El cielo raso salvó las vidas de alumnitos en una escuela Se salvaron por poquito. Un gran susto se llevaron los alumnitos de esta escuela encarnacena.,www.facebook.com/303614086512550_489695361237754,11,2,0
Extra,"“Piris Da Motta y Palau son los más llorones” El delantero ñuense, Fabio Escobar, se lanzó contra los volantes, uno de Olimpia y el otro de Guaraní. Dijo que “ellos saben dar pero no recibir”.",www.facebook.com/303614086512550_489694567904500,13,4,14
Extra,"Limpiavidrios protestarán si no les dan un trabajo seguro Limpiavidrios de Asunción saldrán de las calles desde el lunes próximo. Advierten que en caso de no encontrar empleo formal, volverán a los semáforos para tratar de ganarse algún dinero.",www.facebook.com/303614086512550_489694187904538,4,2,0
Extra,En la “O” niegan ayuda de árbitros Un directivo franjeado aseguró que Olimpia pelea el título por el esfuerzo del equipo y no gracias a los malos arbitrajes.,www.facebook.com/303614086512550_489693901237900,28,4,1
Extra,"Sol Cartes celebró el cumpleaños de su perro La hija del presidente de la República vuelve a ser noticia, ahora por celebrar el cumpleaños de su mascota.",www.facebook.com/303614086512550_489693624571261,195,63,108
Extra,"Ayer, contadores; hoy, lavadores de autos a domicilio Están casados hace 19 años. Ambos son contadores públicos. Ella, a cargo de una consultora; él, profesional independiente. Ambos gestaron la idea de abrir una pequeña empresa y terminaron dedicándose a una lucrativa ocupación.",www.facebook.com/303614086512550_489689307905026,276,68,18
Extra,Fidencio ya no quiere saber nada del Ciclón El jugador azulgrana explicó las razones del por qué no seguiría en el Ciclón. Ésto dijo...,www.facebook.com/303614086512550_489688957905061,39,7,20
Extra,"Adolfo Trotte habría tomado de rehén a su pareja en la cárcel El ex jefe de la barra de Olimpia habría protagonizado un nuevo incidente en la cárcel de Encarnación donde, aparentemente, tomó de rehén a su segunda esposa en una celda privada.",www.facebook.com/303614086512550_489688437905113,35,6,12
Extra,Timeline Photos Buenos días! Compartimos con ustedes nuestros principales títulos del día.,www.facebook.com/303614086512550_489541264586497,49,3,0
Extra,No le alzó el micro y por eso rompió su parabrisas Chofer no detuvo la marcha porque el colectivo iba lleno. La reacción del pasajero no lo olvidará el transportista.,www.facebook.com/303614086512550_489325217941435,26,5,1
Extra,"Ofrecen becas universitarias para 200 carreras en Brasil Las oportunidades de estudio sin examen de ingreso, son ofrecidas por la embajada de Brasil a estudiantes paraguayos para el año 2017.",www.facebook.com/303614086512550_489324914608132,222,112,11
Extra,"“Inicié haciendo zapatos para mi novia, ahora vivo del cuero” Dejó su profesión de contador para hacer lo que le apasiona. Su trabajo ahora recorre mercados como el de países europeos.",www.facebook.com/303614086512550_489323541274936,120,25,0
Extra,"El “Monchi” defiende la convocatoria de Iturbe El entrenador de la Albirroja, Ramón Díaz, habló referente a los convocados y a algunos que no pasaron el filtro final.",www.facebook.com/303614086512550_489322097941747,18,1,7
Extra,"Un cambio de chip ""Los chicos se están dando cuenta de que el sistema no los ayuda y poco hace por su futuro. Ya no es una generación revolucionaria sino una exigente, segura del poder que tiene y decidida a cambiar su destino..."" destaca en su columna de hoy Mariano Nin.",www.facebook.com/303614086512550_489321897941767,10,1,0
Extra,Bebés con principio de anemia tras vararse micro en el Chaco Los pasajeros del bus que quedó varado en el Chaco relataron la atroz experiencia que tuvieron que vivir durante cinco días.,www.facebook.com/303614086512550_489321604608463,21,11,0
Extra,"Un triste día de Ayala en la “O” Víctor fue a probar en la escuela de fútbol de Olimpia, pero no pasó de una práctica. El jugador contó cuál fue la razón.",www.facebook.com/303614086512550_489321271275163,152,22,23
Extra,Aparatoso desalojo en Ñemby termina con dos detenidos Tres fincas privadas eran ocupadas desde hace un año por 44 familias. La policía los expulsó del lugar.,www.facebook.com/303614086512550_489321107941846,27,2,0
Extra,La sexy nutricionista que arrasa en Brasil Es paraguaya y trabaja en el vecino país desde hace casi 10 años. La licenciada no descarta trabajar en Paraguay.,www.facebook.com/303614086512550_489320454608578,34,1,2
Extra,Reveló su abuso al mirar una telenovela Un caso que de nuevo indigna. Un niño habría sido abusado por cuatro jóvenes. Lo insólito del caso resulta de la forma en que se reveló el hecho.,www.facebook.com/303614086512550_489320047941952,102,56,47
Extra,"Fabbro ya no se negaría a vestir la franja negra Había dicho que nunca jugaría por Olimpia, pero la impresión de una remera dio mucho que hablar ayer.",www.facebook.com/303614086512550_489319674608656,116,57,56
Extra,"“Le clavó mientras él dormía, era muy celosa” Desgarrador fue relato del papá del joven asesinado en CDE por su propia novia.",www.facebook.com/303614086512550_489318874608736,193,135,28
Extra,Aldave se bajó del barco luego del fracaso copero El empresario que se erigió en mánager deportivo del azulgrana se fue triste por no ganar la Libertadores.,www.facebook.com/303614086512550_489318687942088,26,5,8
Extra,Video de participante de “Camino al Éxito” es furor en las redes sociales La cantante Vicky Rolón le sorprendió lo que generó un trabajo que hizo hace tres años atrás.,www.facebook.com/303614086512550_489318344608789,25,0,0
Extra,"El Rubio metió el dedo en la llaga El Ciclón no levanta cabeza y anoche nuevamente cayó, esta vez ante Rubio Ñú.",www.facebook.com/303614086512550_489317881275502,23,1,1
Extra,"Estudiantes lograron su meta y Gobierno firmó compromiso Luego de una semana de conflicto, finalmente ayer los estudiantes secundarios pusieron en la mesa de negociación al propio presidente Cartes. Salvo un par de colegios, se levantaron las tomas.Luego de intensos nueve días entre toma de colegios, sentatas y movilizaciones, finalmente los estudiantes secundarios lograron lo que tanto buscaban: que el Gobierno se comprometa a cumplir con sus pedidos. Estudiantes independientes, representantes de la Organización Nacional de Estudiantes, de la...",www.facebook.com/303614086512550_489316771275613,24,3,0
Extra,"Timeline Photos Buenos días!   Compartimos la portada de este jueves, 12 de mayo.",www.facebook.com/303614086512550_489317257942231,43,5,1
Extra,"Piden prisión para papá que no cumple con su hijo Otro caso más de incumplimiento. Según la mamá del chico, el padre niega la prestación alimentaria.",www.facebook.com/303614086512550_489048981302392,185,90,5
Extra,"Cura prohíbe entrar a la iglesia con ropas sexis Un cura argentino cansado de ver en su templo mujeres con minifaldas, escotes o pantalones muy ceñidos, colgó un letrero al ingreso del mismo con insólitas medidas.",www.facebook.com/303614086512550_489048237969133,154,26,22
Extra,Lustrando zapatos sustenta a su familia Un ejemplo de constancia y voluntad. Con su trabajo también hace estudiar a su esposa la carrera de Derecho.,www.facebook.com/303614086512550_489047841302506,230,58,3
Extra,"Gustavo, un agradecido con Cartes y Libertad El actual defensor de Lanús se mostró contento por la convocatoria hecha por Ramón Díaz.",www.facebook.com/303614086512550_489046994635924,10,0,0
Extra,"Que no sea el Tacuara del MEC ""Con la elección de Enrique Riera como sucesor de Marta Lafuente no se mandó precisamente un golazo. En realidad, al analizar el global de su administración, su “selección” no está haciendo méritos como para clasificar a un mundial. Con sus antecedentes poco esperanzadores, el exintendente capitalino se ha ganado más dudas que fe..."", escribe hoy Hugo Barrios en su columna.",www.facebook.com/303614086512550_489041541303136,13,1,0
Extra,"Cura: “Persiguen a inocentes y a culpables los encubren” El cura denunciado por abuso sexual de dos menores por el arzobispo de Asunción, aseguró que es inocente y cuestionó los privilegios otorgados a otros sacerdotes",www.facebook.com/303614086512550_489042314636392,7,1,0
Extra,Terapia en sanatorios privados vía judicial El lunes fue presentado el decreto del Poder Ejecutivo que reglamenta el acceso de niños y adolescentes a terapia intensiva en sanatorios privados.,www.facebook.com/303614086512550_489040671303223,170,43,2
