source,text,url,likes,shares,comments
Ultima Hora,Vehículo vuelca en Mariscal López El hecho ocurrió aproximadamente a las 6.30 de este jueves.Un automóvil volcó tras ser embestido sobre Mariscal López casi Cruz del Chaco. El conductor resultó con heridas leves y no requirió de asistencia médica.,www.facebook.com/48880688722_10153679820493723,126,30,6
Ultima Hora,"Camión causa accidente en Campo Grande Camión vuelca en Campo Grande generando un caos vehicular en la zonaUn chofer perdió el control del camión que manejaba y ocasionó un accidente en el barrio Campo Grande, Asunción, este jueves. El tránsito se vio fuertemente afectado ya que tapó los 2 carriles una mano de la avenida Semidei.",www.facebook.com/48880688722_10153679796113723,77,28,4
Ultima Hora,Timeline Photos [EDITORIAL] El logro de los estudiantes abre camino a una mejor educación http://www.ultimahora.com/c990728,www.facebook.com/48880688722_10153679770638723,65,19,5
Ultima Hora,"El Senado aparta del cargo a Dilma y Temer asume la presidencia de Brasil [ESTA MADRUGADA] El Senado aparta del cargo a Dilma RousseffREUTERS, AFP y EFE",www.facebook.com/48880688722_10153679759198723,70,22,7
Ultima Hora,"16.000 argentinos ingresaron desde Posadas para comprar Encarnación hoy ofrece mejores precios de una variada gama de productos comestibles ofertados en supermercados, cortes de carne y combustibles. Esto debido a las constantes subas que se registran en Argentina, como consecuencia de la inflación y los reajustes decididos por el Gobierno.La Dirección General de Migraciones registró el ingreso de 16.000 ciudadanos argentinos desde la ciudad de Posadas a la paraguaya Encarnación. Todos motivados por las ventajas comerciales en costos de productos, especialmente de los combustibles más baratos, según destaca un despacho de la agencia E...",www.facebook.com/48880688722_10153679740163723,187,88,18
Ultima Hora,"Jueves fresco a cálido e inestable Este jueves irá de fresco a cálido con probables lluvias sobre todo en el norte, este y sur del país, así como también en el Chaco.La Dirección de Meteorología pronosticó un jueves fresco a cálido, con cielo mayormente nublado y vientos del sur. Hay probabilidades de precipitaciones dispersas y ligeras en algunas zonas pero luego mejorará.",www.facebook.com/48880688722_10153679702428723,45,6,0
Ultima Hora,Timeline Photos ¡Buenos días! Ésta es la portada #UHPy de este jueves con los siguientes títulos principales:,www.facebook.com/48880688722_10153679368683723,55,5,2
Ultima Hora,Pianista honrará al Paraguay en Sudáfrica La pianista paraguaya Chiara D'Odorico tocará en Sudáfrica durante la próxima semana. Será en homenaje a la independencia nacional de nuestro país.,www.facebook.com/48880688722_10153679302633723,120,17,2
Ultima Hora,Estudiantes removieron una placa stronista [LO MÁS LEÍDO] Alumnos de diferentes organizaciones celebraron los logros de las movilizaciones estudiantiles removiendo una placa de la época stronista que estaba instalada en el Colegio Técnico Nacional.,www.facebook.com/48880688722_10153679316543723,136,52,42
Ultima Hora,"Llamativa presencia de gerentes de Cartes con estudiantes Un detalle que no pasó desapercibido de la reunión entre el presidente de la República y gremios estudiantiles este miércoles en Mburuvicha Róga fue la presencia de sus asesores ""ad honorem"" Francisco Barriocanal y Osvaldo Salum. Ambos son gerentes de empresas vinculadas al primer mandatario.",www.facebook.com/48880688722_10153679337683723,65,36,28
Ultima Hora,"Premian al Centro Cultural de España El Centro Cultural de España Juan de Salazar recibió el premio Carlos Colombino, en reconocimiento a su presencia en la vida cultural paraguaya, tras 40 años desde que abriera sus puertas.",www.facebook.com/48880688722_10153679317243723,12,1,0
Ultima Hora,"Un detenido en manifestación favorable a Rousseff [MUNDO] La policía de Brasilia arrestó este miércoles a un hombre sospechoso de lanzar piedras contra los agentes durante la manifestación de partidarios de la presidenta brasileña, Dilma Rousseff, celebrada mientras el Senado debate si procesa a la jefa de Estado, informaron fuentes oficiales.",www.facebook.com/48880688722_10153679303203723,14,2,0
Ultima Hora,"Escracharon a Camila Benítez en su colegio VIDEO. Un grupo de estudiantes continúa con la toma del colegio Fernando de la Mora este miércoles, pidiendo una reunión con el ministro de Educación. Allí llegó la representante estudiantil Camila Benítez para hablar con sus compañeros.",www.facebook.com/48880688722_10153679268418723,174,29,47
Ultima Hora,"Rousseff acelera su mudanza del palacio presidencial La mandataria brasileña, Dilma Rousseff, aceleró este miércoles la mudanza de las pertenencias personales que conservaba en el palacio presidencial, ante la previsible decisión del Senado que la puede suspender del cargo durante los próximos 180 días.",www.facebook.com/48880688722_10153679185683723,87,16,23
Ultima Hora,Pianista honrará al Paraguay en Sudáfrica La pianista paraguaya Chiara D'Odorico tocará en Sudáfrica durante la próxima semana. Será en homenaje a la independencia nacional de nuestro país.,www.facebook.com/48880688722_10153679152723723,348,46,1
Ultima Hora,Estudiantes continúan toma en el Colegio Fernando de la Mora Estudiantes del colegio Fernando de la Mora decidieron continuar con la toma de la institución aún cuando en la mayoría de los colegios se procedió al levantamiento de la medida.,www.facebook.com/48880688722_10153679098113723,119,24,63
Ultima Hora,"CM se reacomoda tras salida de Riera Tras la asunción de Enrique Riera como ministro de Educación, los miembros del Consejo de la Magistratura (CM) conformaron este miércoles la nueva mesa directiva.",www.facebook.com/48880688722_10153679057193723,14,5,1
Ultima Hora,"Brasil confirma 55 nuevos casos de microcefalia [MUNDO] El ministerio de Salud de Brasil confirmó la existencia de 1.326 casos de microcefalia en recién nacidos asociados al virus del Zika en todo el país, lo que supone 55 nuevos casos desde el último informe presentado hasta la fecha, el pasado 30 de abril.",www.facebook.com/48880688722_10153679012338723,18,9,0
Ultima Hora,Estudiantes removieron una placa stronista Alumnos de diferentes organizaciones celebraron los logros de las movilizaciones estudiantiles removiendo una placa de la época stronista que estaba instalada en el Colegio Técnico Nacional.,www.facebook.com/48880688722_10153678970803723,1582,846,343
Ultima Hora,"Investigarán presunta implicación de Paraguay en ruta del dinero K La Fiscalía anunció este miércoles que investigará la supuesta implicación de Paraguay en ""la ruta del dinero K"".",www.facebook.com/48880688722_10153678924278723,35,26,2
Ultima Hora,"Brasil: Crece mayoría favorable a procesar a Rousseff [MUNDO] La votación que este miércoles se desarrolla en el Senado brasileño para decidir si la presidenta Dilma Rousseff será sometida a un juicio político ha comenzado a configurar una clara mayoría favorable al proceso, aunque aún distante de ser definitiva.",www.facebook.com/48880688722_10153678917528723,42,3,4
Ultima Hora,"Cerrarán por dos días la avenida Mariscal López Este jueves y viernes se realizarán trabajos de colocación de tuberías sobre la avenida Mariscal López, en la ciudad de Fernando de la Mora. Por este motivo cerrarán un tramo de esta vía.",www.facebook.com/48880688722_10153678888573723,50,64,14
Ultima Hora,"El brutal ataque al bus del Manchester, desde dentro | Fútbol Internacional VIDEO. Los jugadores del Manchester United grabaron cómo vivieron el ataque de los hinchas del West Ham.",www.facebook.com/48880688722_10153678861608723,19,0,0
Ultima Hora,"Varados en el Chaco: No teníamos nada que comer Pasajeros de la empresa Stel Turismo que quedaron varados por seis días en la zona de cantilena, Puerto Casado, Chaco, relataron los difíciles momentos que les tocó vivir en espera de ayuda.",www.facebook.com/48880688722_10153678802268723,125,37,19
Ultima Hora,Timeline Photos En Limpio arranca el torneo femenino de Primera 2016 http://bit.ly/21XRPD8 vía D10,www.facebook.com/48880688722_10153678775168723,31,3,0
Ultima Hora,"Hieren a periodista en intento de asalto El periodista Fabián Costa, de la Radio 780 AM, recibió una herida de arma blanca en el brazo durante un intento de asalto.",www.facebook.com/48880688722_10153678711838723,44,15,7
Ultima Hora,"Actor que interpretó al Señor Barriga hablará sobre bullying No habrá necesidad de esconderse porque no viene a cobrar la renta, sino, al contrario, habrá que escucharlo.",www.facebook.com/48880688722_10153678684963723,138,10,0
Ultima Hora,"Gobierno proyecta la reparación de unos 1.000 colegios Enrique Riera, informó que dentro de la emergencia edilicia se proyecta este año la reparación de 1.000 instituciones educativas con recursos del Fonacide.",www.facebook.com/48880688722_10153678625588723,485,91,26
Ultima Hora,"CDE: Liberales recomiendan intervención de la comuna El pasado 26 de abril la mayoría de los concejales de Ciudad del Este aprobaron pedir la intervención de la Intendencia, ante 25 causales sobre irregularidades en su gestión.",www.facebook.com/48880688722_10153678585438723,44,7,1
Ultima Hora,Buscan eliminar arancel de universidades públicas Los estudiantes terciarios de las universidades públicas buscan eliminar el arancel de las facultades con ayuda del Fondo Nacional de Inversión Pública y Desarrollo (Fonacide).,www.facebook.com/48880688722_10153678551513723,512,136,13
Ultima Hora,Desempleo en Latinoamérica superará el 7 % en 2016 [MUNDO] El desempleo en América Latina y el Caribe aumentará este 2016 y se situará por encima del 7 %.,www.facebook.com/48880688722_10153678515493723,15,2,1
Ultima Hora,Manifestación contra el abuso infantil Padres indignados organizan una manifestación en la Plaza de Armas ubicada frente al Congreso este jueves 12 de mayo a las 8.00 para exigir sanciones más severas contra los abusadores de menores.,www.facebook.com/48880688722_10153678502873723,576,155,11
Ultima Hora,¿Qué tipo de madre tenés? #ETC [TRIVIA] Conoce qué tipo de mamá podría ser la tuya en la trivia que preparamos a continuación.,www.facebook.com/48880688722_10153678464958723,11,1,0
Ultima Hora,"Sector estudiantil: Esta es una nueva victoria Los representantes estudiantiles señalaron que se reclamó al presidente de la República no haberse reunido con ellos tras varios pedidos. Cartes se excusó con una apretada agenda, mencionaron.Camila Benítez, líder estudiantil de la ONE, calificó el acuerdo entre los estudiantes secundarios y el Gobierno firmado este miércoles, como una ""nueva victoria"" del alumnado. Señaló que seguirán como contralores en busca de la mejora de la Educación en el país.",www.facebook.com/48880688722_10153678446183723,192,30,10
Ultima Hora,"Cartes firma acuerdo y estudiantes levantan toma de colegios Cartes firmó el documento que contiene los reclamos planteados, con el compromiso de dar respuestas a los pedidos. Son cuatro los puntos principales expuestos en el acuerdo.El presidente de la República, Horacio Cartes, firmó el documento en el cual se establecen los puntos acordados con los estudiantes a fin de mejorar la calidad educativa en el país. Los alumnos también anunciaron el levantamiento de la toma de colegios tras la reunión en Mburuvicha Róga.",www.facebook.com/48880688722_10153678349198723,1047,407,51
Ultima Hora,"Estudiantes secundarios se reúnen con Cartes La dirigente Camila Benítez, de la Organización Nacional Estudiantil dijo que pedirán, como prioridad, la asistencia en el ámbito de infraestructura tras una serie de derrumbes y caída de partes del techo de varias de instituciones a nivel país.Los representantes de las tres organizaciones de estudiantes secundarios se reúnen con el presidente Horacio Cartes, después de más de una semana del inicio de las tomas de los colegios. La medida de fuerza se levantará sólo con la firma de una carta de compromiso.",www.facebook.com/48880688722_10153678276243723,105,13,6
Ultima Hora,Dos aprehendidos durante desalojo en Ñemby Agentes policiales que realizan trabajos de desalojo en el barrio Pa'i Ñu de la ciudad de Ñemby aprehendieron a dos personas durante el procedimiento.,www.facebook.com/48880688722_10153678258133723,27,4,0
Ultima Hora,"IPS: Suspenden 300 cirugías en siete días Estimativamente, más de 300 cirugías programadas se suspendieron en el Hospital Central del Instituto de Previsión Social (IPS) en un lapso de 7 días.",www.facebook.com/48880688722_10153678238013723,23,8,0
Ultima Hora,Habrá desfile de jaguas patriotas #ETC Organizan un desfile de mascotas con atuendos patrióticos para este 14 de mayo en el centro de Asunción.,www.facebook.com/48880688722_10153678223873723,726,366,90
Ultima Hora,"Hallan cadáver en una laguna de Canindeyú Este miércoles se encontró un cadáver en una laguna de la zona de Colonia Ybyrarovana, en el departamento de Canindeyú.",www.facebook.com/48880688722_10153678210108723,17,2,0
Ultima Hora,Senado inicia la sesión que puede separar a Rousseff [MUNDO] El Senado brasileño inició hoy la sesión en la que definirá si la presidenta Dilma Rousseff será sometida a un juicio político.,www.facebook.com/48880688722_10153678193988723,17,4,1
Ultima Hora,"ONE destaca capacidad de diálogo de Riera La dirigente de la Organización Nacional Estudiantil (ONE), Noel Segovia, destacó que con el nuevo ministro de Educación, Enrique Riera, se pueda hablar ya que con Marta Lafuente, dijo, era un monólogo.",www.facebook.com/48880688722_10153678166248723,105,19,2
Ultima Hora,"Allanan vivienda en Encarnación en busca del EPP Agentes de la Fuerza de Tarea Conjunta (FTC) allanaron en Encarnación la vivienda de Saturnino Villalba, hermano de miembros del EPP.",www.facebook.com/48880688722_10153678129313723,36,8,7
Ultima Hora,"Rompió el parabrisas porque el colectivo no lo alzó En la madrugada de este miércoles un usuario del transporte público se enojó y rompió el parabrisas del ómnibus de la Línea 5 de la empresa La Chaqueña, porque no lo subió en la parada.",www.facebook.com/48880688722_10153678099418723,345,99,73
Ultima Hora,La NASA descubre 1.284 nuevos planetas [MUNDO] La agencia espacial estadounidense NASA anunció ayer el hallazgo de 1.284 nuevos planetas.,www.facebook.com/48880688722_10153678083008723,217,87,7
Ultima Hora,"ANNP ignoró dictamen contrario para concesionar puerto de Villeta La Asesoría Jurídica de la ANNP había recomendado al Directorio no firmar contrato con PTP Group, pero autoridades hicieron caso omiso.",www.facebook.com/48880688722_10153678059773723,23,11,1
Ultima Hora,"Viviendas no construidas: Franco se defiende El ex presidente de la República, Federico Franco, se desligó de los 15 mil millones de guaraníes desembolsados por 321 viviendas que no se entregaron durante su gobierno.",www.facebook.com/48880688722_10153678036338723,164,258,122
Ultima Hora,"Se duplican denuncias de abuso sexual infantil A nivel de abusos sexuales infantiles, las denuncias se duplicaron, ya que en el 2014 tuvieron 140 llamadas y en el 2015 ascendió a 351 casos de vulnerabilidad ante los pedófilos.El sistema de llamada telefónica 147, que es de recepción de denuncias y de ayuda ante casos de explotación de los derechos de niños y adolescentes, tuvo un incremento general de las denuncias en un año. A nivel de abusos sexuales infantiles, las denuncias se duplicaron, ya que en el 2014 tuvieron 1...",www.facebook.com/48880688722_10153678014968723,27,19,0
Ultima Hora,"Plaza capitalina en pésimas condiciones Sin juegos infantiles, con las aceras rotas y malezas está una plaza capitalinaVecinos de este espacio ubicado en Don Bosco y Alférez Silva, en el barrio Doctor Francia de Asunción, reclaman limpieza y arreglo. Afirman que la Comuna capitalina llevó hace años toboganes y hamacas.",www.facebook.com/48880688722_10153677979323723,30,3,3
Ultima Hora,Adolescente con herida en la cabeza está estable Adolescente embarazada con herida de bala en la cabeza se encuentra estableEl estado de la adolescente embarazada que fue herida en la cabeza en la madrugada del lunes es favorable y con buen pronóstico. Tanto ella como el bebé no corren peligro de muerte.,www.facebook.com/48880688722_10153677958248723,33,1,0
Ultima Hora,"Viviendas por las que se pagaron durante el gobierno Franco no existen Los desembolsos se realizaron cuando Eliodoro Marecos era titular de la Senavitat, durante el gobierno del liberal Federico Franco. Intentamos desde ÚH comunicarnos ayer con el ex presidente, pero se encontraba por el interior del país.Más de G. 16.000 millones fueron desembolsados por la Senavitat para la construcción de 321 viviendas, pero que no se entregaron. Desde la secretaría piden una reprogramación presupuestaria.",www.facebook.com/48880688722_10153677937518723,155,197,25
Ultima Hora,"IPS: Suspenden 300 cirugías en siete días En IPS se suspendieron más de 300 cirugías  en siete días http://www.ultimahora.com//c990361Estimativamente, más de 300 cirugías programadas se suspendieron en el Hospital Central del Instituto de Previsión Social (IPS) en un lapso de 7 días por decisión de los anestesiólogos que hacen brazos caídos y denuncian las malas condiciones en las que se encuentran los quirófanos.",www.facebook.com/48880688722_10153677919858723,19,13,0
Ultima Hora,Timeline Photos [EDITORIAL] La gobernabilidad no se construye sin transparencia http://www.ultimahora.com/c990442,www.facebook.com/48880688722_10153677892398723,14,4,0
Ultima Hora,Meteorología pronostica miércoles fresco a cálido [CLIMA] La máxima estimada para este miércoles en Gran Asunción es de 24º C.La Dirección de Meteorología pronosticó un miércoles fresco a cálido con cielo parcialmente nublado y vientos del sur. No se descartan precipitaciones dispersas y ligeras.,www.facebook.com/48880688722_10153677876723723,43,7,0
Ultima Hora,Timeline Photos ¡Buen día! Compartimos la #TapaUH de este miércoles con los principales títulos:,www.facebook.com/48880688722_10153677844103723,71,28,11
Ultima Hora,"Visita de Obama a Hiroshima refuerce mensaje antinuclear La ONU confía en que visita de Obama a Hiroshima refuerce mensaje antinuclear.El secretario general de la ONU, Ban Ki-moon, confía en que la próxima visita a Hiroshima del presidente de EEUU, Barack Obama, se convierta en un mensaje en favor de la erradicación de las armas nucleares, informó este martes un portavoz.",www.facebook.com/48880688722_10153676991743723,28,2,1
Ultima Hora,"Alumnos del colegio Stella Maris reciben amenazas, según denuncias El colegio fue tomado en la mañana del martes por alumnos de los cursos superiores. Tanto docentes como padres de familia se acoplaron a la medida de fuerza que busca principalmente la reestructuración del Ministerio de Educación y Cultura.Alumnos del Colegio Stella Maris de Asunción habrían recibido amenazas por parte de otros estudiantes que manifestaron su molestia por no dejarlos ingresar a la institución, según denuncias recibidas de los padres.",www.facebook.com/48880688722_10153677109203723,70,26,1
Ultima Hora,"Alumnos llevarán decreto a Cartes La reunión se llevó a cabo desde las 18.30 de este martes en el edificio del Ministerio de Educación y Cultura, ubicado sobre la calle 15 de Agosto del microcentro de Asunción.Organizaciones estudiantiles y el ministro de educación, Enrique Riera, expresaron que presentarán un decreto a Horacio Cartes con los pedidos realizados en las últimas manifestaciones. Anunciaron que se reunirán con el presidente en la mañana de este miércoles, en Mburuvichá Róga.",www.facebook.com/48880688722_10153677191053723,158,48,9
Ultima Hora,Timeline Photos [Infografía] Enteráte aquí cuáles son las actividades por la semana de la patria. Nota: http://bit.ly/1QXSvQL,www.facebook.com/48880688722_10153677102493723,87,19,1
Ultima Hora,"Aprehenden a una mujer con dosis de cocaína Mujer que realizaba merienda en honor a San La Muerte y fue aprehendida.Una mujer quien estaba preparando para entregar panchos, gaseosa y tortas a los niños en honor a San La Muerte resultó aprehendida luego de encontrarse en su poder varias dosis de marihuana. Sucedió en la ciudad de Pedro Juan Caballero-Amambay.",www.facebook.com/48880688722_10153677075238723,29,5,1
Ultima Hora,"CDE: USD 65 millones destinados a construcción de shopping CDE: USD 65 millones destinados a construcción de shopping.Se trata del Shopping París ubicado en Ciudad del Este (Alto Paraná), el sitio en donde se estrenará un Parque de hielo, supuestamente el más grande de América Latina construido en un terreno que hace unos años había sido expropiado a favor de los ""mesiteros"".",www.facebook.com/48880688722_10153676990678723,117,17,5
Ultima Hora,Lo aprehenden por usurpación de identidad Aprehenden a un hombre por usurpación de identidad.Un hombre fue aprehendido tras intentar efectivizar una hoja de cheque del Banco Itaú primeramente por valor de USD 300.000 y luego USD 100.000 presentado una cédula de otra persona.,www.facebook.com/48880688722_10153676988228723,48,4,0
Ultima Hora,"Paraguaya se gradúa con honores en universidad de EEUU [Lo más leído] Paraguaya se gradúa con honores en universidad de EEUU.La paraguaya Gabriela Wood superó el puntaje mínimo para graduarse con Cum Laude en la prestigiosa Universidad de Northeastern, en Estados Unidos. Piensa trabajar un año en ese país y luego hacer una maestría.",www.facebook.com/48880688722_10153677000013723,358,63,3
Ultima Hora,"Gestores de tomas, declarados Próceres de mayo 2016 Cura nombra ""Próceres de Mayo 2016"" a gestores de la toma de colegios.Durante la misa central del domingo en la parroquia Virgen del Rosario, en la ciudad de General Artigas, Itapúa, los 10 estudiantes secundarios que tomaron el Colegio República Argentina fueron declarados ""Próceres de mayo 2016"".",www.facebook.com/48880688722_10153676979688723,879,264,76
Ultima Hora,"Aula de informática es una trampa mortal La directora del colegio San Francisco manifestó que en el año 2006 se construyó la actual infraestructura del colegio: las tres aulas más la sala de informática.Alumnos del Colegio Técnico en Informática San Francisco de Villa Florida, departamento de Misiones, estudian en deplorables condiciones, su infraestructura, sobre todo el techo del aula de la sala de informática se ha vuelto una trampa mortal que amenaza con derrumbarse en cualquier momento.",www.facebook.com/48880688722_10153676839048723,38,12,1
Ultima Hora,"Riera y estudiantes se reúnen en el MEC El encuentro se concretó poco después de las 18.20 de este martes en donde representantes de la ONE, Fenaes, de la Unepy y del sector estudiantil independiente ingresaron a dialogar con Riera.Al menos 15 estudiantes, representantes de gremios estudiantiles formalizados y del sector independiente, finalmente ingresaron a la oficina del nuevo ministro de Educación, Enrique Riera para debatir y e intentar llegar a un acuerdo sobre los conflictos en el sistema educativo.",www.facebook.com/48880688722_10153676866858723,237,49,9
Ultima Hora,"Rescatan en helicóptero a pasajeros varados Alto Paraguay: Rescatan en helicóptero a pasajeros varados.Los pasajeros del bus de la empresa Stel Turismo quienes estuvieron atrapados en la zona del Puesto Policial Centinela de Puerto Casado, ya fueron rescatados por un helicóptero de la Fuerza Aérea Paraguaya (FAP) que aterrizó en una improvisada pista en el predio de la parroquia de la mencionada loca...",www.facebook.com/48880688722_10153676837633723,69,6,1
Ultima Hora,"Bono ejecutó una guitarra paraguaya La guitarra fabricada en la ciudad de Luque y conocida como una marca de calidad valorada internacionalmente, fue ejecutada y admirada por el artista.El músico Paul David Hewson, conocido como Bono, ejecutó una guitarra fabricada por la fábrica Hermanos Borja. El hecho se dio durante un evento internacional en Nueva York.",www.facebook.com/48880688722_10153676807263723,758,237,8
Ultima Hora,"Ingresarán al Registro Cívico Permanente unos 132 mil jóvenes Desde el 2012, la Justicia Electoral inscribe en forma automática a jóvenes que cumplieron 18 años de edad en cumplimiento de la Ley 4559/12 de Inscripción Automática.",www.facebook.com/48880688722_10153676744283723,41,3,4
Ultima Hora,"Primeros resultados de Operación Muralla en la frontera En la primera semana de Operación Muralla, la Reserva Federal (secretaría de ingresos fiscales del Brasil) requisó en Foz de Yguazú 1.700 kilos de marihuana.",www.facebook.com/48880688722_10153676659733723,8,1,0
Ultima Hora,"Estudiantes aceptan reunirse con Riera Finalmente, los grupos estudiantiles movilizados, anunciaron este martes que se reunirán con el nuevo ministro de Educación, Enrique Riera.",www.facebook.com/48880688722_10153676632898723,119,14,9
Ultima Hora,"Bono ejecutó una guitarra paraguaya El músico Paul David Hewson, conocido como Bono, ejecutó una guitarra fabricada por la fábrica Hermanos Borja. El hecho se dio durante un evento internacional en Nueva York.",www.facebook.com/48880688722_10153676620403723,764,210,9
Ultima Hora,Contraloría pide rectificación al Ministerio de Justica La Contraloría General de la República solicita una aclaración y rectificación al Ministerio de Justicia.,www.facebook.com/48880688722_10153676572713723,16,2,0
Ultima Hora,"Atrapados en el Chaco serán rescatados con helicóptero Los pasajeros del ómnibus de la empresa Stel Turismo atrapados en la ruta de Alto Paraguay desde hace 6 días a raíz de las intensas lluvias, serán rescatados con un helicóptero.",www.facebook.com/48880688722_10153676544963723,99,17,20
Ultima Hora,Sapucai: Habilitan vieja estación del tren Habilitaron oficialmente la estación de trenes de la localidad de Sapucai.,www.facebook.com/48880688722_10153676460793723,1172,367,33
Ultima Hora,Una fallecida se candidató en el PLRA y fue impugnada Hubo todo tipo de impugnaciones por parte de los principales movimientos en pugna en las internas del Partido Liberal Radical Auténtico (PLRA).,www.facebook.com/48880688722_10153676438918723,20,7,1
Ultima Hora,"Clinton y Trump empatan en tres estados [MUNDO] El sondeo, realizado por la Universidad Quinnipiac, sitúa a Clinton con un 43% de apoyo en Florida frente al 42% de Trump.",www.facebook.com/48880688722_10153676419848723,23,7,1
Ultima Hora,"Lista de campesinos deudores se tendrá el 23 de mayo Los campesinos entregarán la lista de los productores con dificultades financieras el 23 de mayo, según el ministro de Agricultura, Juan Carlos Baruja.",www.facebook.com/48880688722_10153676397723723,26,3,0
Ultima Hora,"Riera convoca a gremios estudiantiles El ministro de Educación, Enrique Riera, convocó a los estudiantes para una reunión a realizarse en la tarde de este martes en la sede del Viceministerio de Educación.",www.facebook.com/48880688722_10153676380743723,54,8,5
Ultima Hora,Intentaron destruir planillas de asistencia y exámenes Planillas de asistencias de docentes fueron los documentos que se intentaron destruir esta madrugada en el Centro Regional de Educación Saturio Ríos de San Lorenzo.,www.facebook.com/48880688722_10153676370818723,65,15,1
Ultima Hora,Continúan trabajos para reformar el estatuto de la UNA Los estudiantes de la Universidad Nacional de Asunción (UNA) continúan discutiendo la reforma del estatuto de la institución.,www.facebook.com/48880688722_10153676325043723,63,11,1
Ultima Hora,"Fijan fecha para seguir con juicio a Blanco Senado fija fecha para seguir con juicio al ministro de la Corte, Sindulfo Blanco.La Cámara de Senadores convocó este martes a sesión extra para el próximo 17 de mayo con el objetivo de proseguir con el juicio político al ministro de la Corte Sindulfo Blanco. En la ocasión, la defensa deberá presentar su descargo.",www.facebook.com/48880688722_10153676277043723,24,2,1
Ultima Hora,"Cierran Puente de la Amistad contra el impeachment a Dilma Una serie de protestas se realizaron este martes en contra del proceso que se lleva a cabo en el Parlamento de Brasil contra Dilma Rousseff.Dos grupos de manifestantes brasileños cerraron el Puente de la Amistad y el acceso a la Represa de Itaipú durante la mañana de este martes protestando contra el impeachment a Dilma Rousseff, presidenta de Brasil.",www.facebook.com/48880688722_10153676237378723,44,3,1
Ultima Hora,"Viceministros y directores presentan renuncia al MEC Todo el gabinete del MEC presentó renuncia, confirmó el nuevo ministro, leé más:Los viceministros y directores del Ministerio de Educación presentaron su renuncia al nuevo titular de la cartera de Estado, Enrique Riera. Sin embargo, el ministro dijo que se tomará su tiempo para analizar cada uno de los casos.",www.facebook.com/48880688722_10153676201823723,508,132,28
Ultima Hora,Llega el esperado estreno de la película de los Angry Birds [ESPECTÁCULOS] Sony Pictures presentó su gran apuesta The Angry Birds Movie.,www.facebook.com/48880688722_10153676176073723,31,2,4
Ultima Hora,"Pasajeros siguen varados en Cruce Centinela Los pasajeros quedaron varados por las inundaciones, desde el pasado jueves, a unos 130 kilómetros de Puerto Casado.",www.facebook.com/48880688722_10153676158403723,20,4,4
Ultima Hora,Timeline Photos La recaudación más baja del torneo: Solo 26 pagantes bit.ly/1T3x5Ec vía D10,www.facebook.com/48880688722_10153676140443723,25,2,13
Ultima Hora,"Para PMAS, Riera no tiene capacidad para ser ministro Para el Partido del Movimiento al Socialismo (PMAS), el nuevo ministro de Educación, Enrique Riera, no tiene capacidad para asumir una cartera tan importante.",www.facebook.com/48880688722_10153676120608723,201,41,98
Ultima Hora,"Estudiantes cierran ruta en CDE VIDEO - Este martes estudiantes de diferentes colegios cerraron la ruta 10 en Ciudad del Este (CDE) para exigir al Presidente de la República, una reunión con los representantes estudiantiles.",www.facebook.com/48880688722_10153676088463723,197,63,8
Ultima Hora,"Riera se interioriza sobre la toma en República Argentina El ministro de Educación, Enrique Riera, se reúne con el director del Colegio República Argentina, Luis Castillo, para interiorizarse sobre la toma de la institución que se realizó la semana pasada.",www.facebook.com/48880688722_10153676068868723,140,34,4
Ultima Hora,"Piden aulas móviles por peligro de derrumbe La escuela María Felicidad González, donde cayó parte del techo el pasado viernes, solicita aulas móviles para desarrollar las clases ante el peligro de derrumbe que existe en gran parte de su infraestructura.",www.facebook.com/48880688722_10153676056378723,53,16,4
Ultima Hora,"Toman colegio en Barcequillo Alumnos del Colegio Nacional San Antonio de Padua de Barcequillo, San Lorenzo, tomaron la institución esta madrugada.",www.facebook.com/48880688722_10153676043958723,104,22,13
Ultima Hora,Timeline Photos #OpiniónUH Royalties y pupitres rotos - Por Por Miguel Benítez ultimahora.com/c990111.html,www.facebook.com/48880688722_10153676017893723,159,170,4
Ultima Hora,"Abandonan a un bebé en Isla Pucú Una recién nacida fue abandonada en el barrio Loma, de Isla Pucú, departamento de Cordillera.",www.facebook.com/48880688722_10153676013653723,69,23,6
Ultima Hora,"Fiscalía llega al Saturio Ríos tras varias horas Finalmente, la Fiscalía llegó hasta el Centro Regional de Educación Saturio Ríos, en San Lorenzo, para tomar la denuncia realizada por los estudiantes por quema de documentos.",www.facebook.com/48880688722_10153675986353723,74,13,1
Ultima Hora,"Ránking de los departamentos más pobres Casi la mitad de la población del sexto departamento es pobre y el 33% pasa hambre, según la última encuesta de la STP.",www.facebook.com/48880688722_10153675985313723,133,242,18
Ultima Hora,"Cartes y Riera se reúnen en Mburuvicha Róga El presidente de la República, Horacio Cartes y el nuevo ministro de Educación, Enrique Riera, se reúnen en la mañana de este martes en Mburuvicha Róga.",www.facebook.com/48880688722_10153675958998723,164,24,17
Ultima Hora,"Director de colegio asegura que se recuperarán clases perdidas El director del colegio República Argentina, Luis Castillo, asegura que se recuperarán las clases perdidas tras la toma de la institución.",www.facebook.com/48880688722_10153675929693723,52,17,7
Ultima Hora,Timeline Photos Olimpia pide oficialmente la destitución de Amelio Andino o recurrirá a la FIFA http://bit.ly/1OemLMU vía D10,www.facebook.com/48880688722_10153675868208723,86,16,44
