source,created_time,text,url,likes,shares,comments
Extra,2016-05-14T16:10:00+0000,"Y un día… el “Turco” se hartó de todos El presidente de Cerro, Juan José Zapag, hizo una catarsis en el medio de la Nueva Olla. Nadie se salvó.",www.facebook.com/303614086512550_490011254539498,174,24,33
Extra,2016-05-14T15:45:14+0000,"5 tips para que no te roben en las estaciones de servicios Debido a prácticas inescrupulosas que pudieran cometerse en las estaciones, Extra te da estos consejos.",www.facebook.com/303614086512550_490010827872874,135,236,9
Extra,2016-05-14T12:10:41+0000,Timeline Photos Buenos días! Feliz Día de la Independencia! Compartimos la portada de esta jornada.,www.facebook.com/303614086512550_489940041213286,59,4,4
Extra,2016-05-13T19:00:00+0000,"Dejó la carrera, pero igual debe pagar las cuotas Estos son problemas que tranquilamente pueden ahorrarte tensión, y dinero, con una debida comunicación.",www.facebook.com/303614086512550_489702771237013,72,139,28
Extra,2016-05-13T18:45:00+0000,"Menos CAL y más cemento, menos parla y más laburo ""Hay que valorar en su justa medida lo que pasó la semana pasada: una gran crisis, que puede generar una gran oportunidad. Riera mostró cintura política para destrabar la situación. Sus próximos pasos deberían apuntar a rodearse de gente capaz e incuestionable..."" señala Sergio Etcheverry en su columna de hoy.",www.facebook.com/303614086512550_489700394570584,11,2,0
Extra,2016-05-13T18:30:00+0000,Preparan un fin de semana cargado de varias actividades por las fiestas patrias Se viene un gran festejo por los 205 años de la Independencia paraguaya. Esta es la cartelera de actividades.,www.facebook.com/303614086512550_489699434570680,14,2,0
Extra,2016-05-13T18:00:00+0000,Reina del Hospital de Clínicas y de admirables enfermeras Doña Matilde pasó toda una vida cuidando pacientes como si fueran sus familiares.,www.facebook.com/303614086512550_489698827904074,188,53,3
Extra,2016-05-13T17:30:00+0000,"La Copa Centenario, la última del León Guaraní Nelson Haedo Valdez, un habitual dentro de las convocatorias de la selección nacional, anunció que posiblemente esta sea la última vez que dispute una Copa América.",www.facebook.com/303614086512550_489697754570848,206,6,11
Extra,2016-05-13T17:15:00+0000,Simulaban ser del EPP desde la penitenciaría Un allanamiento en el penal de San Pedro logró desbaratar una red que se dedicaba desde dentro del reclusorio a realizar llamadas extorsivas.,www.facebook.com/303614086512550_489697127904244,9,0,1
Extra,2016-05-13T17:00:00+0000,Esperan una mano del Rubio para dar la vuelta El Guma sueña con alcanzar un nuevo título y espera recibir una ayuda este domingo.,www.facebook.com/303614086512550_489695677904389,14,4,0
